Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1617,BOS,1,Thomas-Bradley-Crowder-Johnson-Horford,433.0,1.16,1.10,+57,20,15,57.1
1617,BOS,2,Thomas-Smart-Crowder-Johnson-Horford,192.2,1.22,1.06,+45,15,11,57.6
1617,BOS,3,Thomas-Smart-Bradley-Crowder-Horford,135.2,1.19,1.13,+43,18,12,60.0
1617,BOS,4,Thomas-Smart-Crowder-Olynyk-Horford,103.6,1.15,1.27,-12,9,13,40.9
1617,BOS,5,Rozier-Smart-Brown-Jerebko-Olynyk,99.6,0.96,0.94,+1,9,17,34.6
1617,BOS,6,Thomas-Brown-Crowder-Johnson-Horford,97.5,1.06,0.94,+19,6,5,54.5
1617,BOS,7,Smart-Bradley-Crowder-Johnson-Horford,95.2,1.12,1.05,+6,8,4,66.6
1617,BOS,8,Thomas-Smart-Bradley-Johnson-Olynyk,82.0,1.00,1.08,-19,3,8,27.2
1617,BOS,9,Thomas-Bradley-Crowder-Olynyk-Horford,81.8,1.16,1.01,+29,10,4,71.4
1617,BOS,10,Thomas-Smart-Crowder-Jerebko-Horford,56.2,1.28,1.08,+26,10,6,62.5
1617,BOS,11,Thomas-Bradley-Crowder-Jerebko-Horford,53.0,1.17,1.00,+15,6,6,50.0
1617,BOS,12,Thomas-Smart-Brown-Crowder-Horford,43.9,1.19,1.18,-3,4,7,36.3
1617,BOS,13,Rozier-Smart-Brown-Olynyk-Horford,42.4,0.89,0.99,-7,4,8,33.3
1617,BOS,14,Thomas-Smart-Brown-Jerebko-Olynyk,42.1,1.18,1.15,+0,6,7,46.1
1617,BOS,15,Thomas-Brown-Crowder-Jerebko-Johnson,39.8,1.39,1.02,+28,4,0,100
1617,BOS,16,Rozier-Smart-Brown-Jerebko-Horford,38.4,1.07,0.82,+14,3,3,50.0
1617,BOS,17,Smart-Bradley-Crowder-Olynyk-Horford,38.0,1.00,0.97,+0,7,8,46.6
1617,BOS,18,Thomas-Brown-Crowder-Jerebko-Horford,30.1,1.03,1.14,-9,2,5,28.5
1617,BOS,19,Rozier-Smart-Green-Jerebko-Olynyk,29.3,0.96,0.97,-1,4,4,50.0
1617,BOS,20,Rozier-Smart-Bradley-Jerebko-Olynyk,27.5,1.22,1.14,+4,3,5,37.5
