Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1314,GSW,1,Curry-Thompson-Iguodala-Lee-Bogut,817.6,1.15,0.99,+254,32,11,74.4
1314,GSW,2,Curry-Thompson-Barnes-Lee-Bogut,317.0,0.98,1.05,-41,12,19,38.7
1314,GSW,3,Curry-Thompson-Iguodala-Green-O'Neal,107.9,1.26,1.18,+18,7,4,63.6
1314,GSW,4,Curry-Thompson-Iguodala-Green-Lee,104.2,1.25,0.92,+75,15,8,65.2
1314,GSW,5,Curry-Thompson-Barnes-Green-Lee,104.2,1.11,1.06,+18,14,15,48.2
1314,GSW,6,Curry-Iguodala-Barnes-Lee-Bogut,89.1,1.05,0.98,+14,11,11,50.0
1314,GSW,7,Blake-Crawford-Barnes-Green-O'Neal,84.9,0.98,0.96,+1,7,6,53.8
1314,GSW,8,Curry-Thompson-Iguodala-Barnes-Lee,80.8,1.23,1.01,+57,13,6,68.4
1314,GSW,9,Thompson-Iguodala-Barnes-Lee-Bogut,77.6,0.88,0.85,+2,5,3,62.5
1314,GSW,10,Curry-Thompson-Iguodala-Green-Bogut,71.3,1.18,1.01,+24,11,3,78.5
1314,GSW,11,Curry-Thompson-Barnes-Lee-O'Neal,65.9,1.08,1.34,-33,5,7,41.6
1314,GSW,12,Blake-Crawford-Barnes-Green-Speights,64.9,0.93,1.09,-19,4,7,36.3
1314,GSW,13,Douglas-Bazemore-Barnes-Green-Speights,63.3,0.94,1.02,-12,5,6,45.4
1314,GSW,14,Curry-Thompson-Iguodala-Lee-O'Neal,61.5,1.01,0.92,+20,4,3,57.1
1314,GSW,15,Crawford-Thompson-Barnes-Green-Speights,55.1,1.07,1.14,-10,3,7,30.0
1314,GSW,16,Curry-Thompson-Barnes-Green-Bogut,50.9,1.12,0.94,+14,10,6,62.5
1314,GSW,17,Curry-Thompson-Barnes-Green-Speights,49.5,0.98,1.14,-13,8,8,50.0
1314,GSW,18,Curry-Thompson-Iguodala-Barnes-Bogut,49.1,1.25,1.11,+11,6,3,66.6
1314,GSW,19,Curry-Thompson-Barnes-Green-O'Neal,43.1,1.06,1.01,+5,7,7,50.0
1314,GSW,20,Curry-Thompson-Iguodala-Barnes-Green,41.3,1.24,0.89,+35,13,5,72.2
