Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1314,CHI,1,Hinrich-Butler-Dunleavy-Boozer-Noah,680.5,1.01,0.97,+75,24,18,57.1
1314,CHI,2,Augustin-Hinrich-Butler-Gibson-Noah,226.8,1.12,0.99,+57,16,11,59.2
1314,CHI,3,Augustin-Butler-Dunleavy-Gibson-Noah,211.6,1.15,1.02,+42,15,16,48.3
1314,CHI,4,Augustin-Butler-Dunleavy-Gibson-Boozer,183.6,0.97,1.06,-33,14,24,36.8
1314,CHI,5,Augustin-Butler-Snell-Gibson-Noah,145.4,1.01,1.12,-24,12,17,41.3
1314,CHI,6,Augustin-Butler-Dunleavy-Boozer-Noah,143.4,1.16,1.07,+20,13,13,50.0
1314,CHI,7,Rose-Butler-Deng-Boozer-Noah,128.9,1.06,0.96,+28,6,2,75.0
1314,CHI,8,Augustin-Butler-Snell-Gibson-Mohammed,118.1,1.04,1.01,+1,12,13,48.0
1314,CHI,9,Hinrich-Butler-Dunleavy-Gibson-Noah,109.4,1.13,0.94,+33,10,8,55.5
1314,CHI,10,Hinrich-Dunleavy-Snell-Boozer-Noah,94.7,1.02,1.11,-17,4,7,36.3
1314,CHI,11,Augustin-Hinrich-Dunleavy-Gibson-Noah,81.5,1.18,1.13,+10,10,13,43.4
1314,CHI,12,Hinrich-Snell-Deng-Boozer-Noah,79.8,1.01,1.05,-4,2,3,40.0
1314,CHI,13,Augustin-Butler-Dunleavy-Gibson-Mohammed,74.1,0.98,0.96,+4,10,8,55.5
1314,CHI,14,Augustin-Dunleavy-Snell-Gibson-Noah,73.7,1.13,0.79,+49,15,6,71.4
1314,CHI,15,Augustin-Hinrich-Snell-Gibson-Noah,70.0,1.09,0.92,+23,11,8,57.8
1314,CHI,16,Augustin-Butler-Snell-Gibson-Boozer,65.2,0.94,1.16,-32,7,11,38.8
1314,CHI,17,Augustin-Dunleavy-Snell-Gibson-Mohammed,60.3,0.83,1.01,-21,8,11,42.1
1314,CHI,18,Hinrich-Dunleavy-Deng-Gibson-Boozer,59.5,1.11,0.97,+11,6,5,54.5
1314,CHI,19,Hinrich-Dunleavy-Deng-Gibson-Mohammed,57.1,1.00,0.88,+8,4,3,57.1
1314,CHI,20,Hinrich-Dunleavy-Deng-Gibson-Noah,54.8,0.92,1.11,-13,2,7,22.2
