Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1213,BOS,1,Bradley-Lee-Pierce-Bass-Garnett,244.4,1.05,1.05,+6,10,10,50.0
1213,BOS,2,Rondo-Terry-Pierce-Bass-Garnett,221.7,1.05,0.99,+29,10,10,50.0
1213,BOS,3,Rondo-Bradley-Pierce-Bass-Garnett,123.0,0.92,0.98,-16,4,7,36.3
1213,BOS,4,Bradley-Lee-Pierce-Green-Bass,101.6,1.28,0.96,+56,10,4,71.4
1213,BOS,5,Terry-Lee-Green-Sullinger-Garnett,95.1,1.20,0.95,+39,10,5,66.6
1213,BOS,6,Rondo-Lee-Pierce-Bass-Garnett,78.1,1.07,1.15,-12,6,8,42.8
1213,BOS,7,Rondo-Terry-Pierce-Bass-Wilcox,77.9,1.03,1.01,+6,7,7,50.0
1213,BOS,8,Bradley-Pierce-Green-Bass-Wilcox,73.2,1.08,1.09,-3,5,6,45.4
1213,BOS,9,Barbosa-Lee-Green-Sullinger-Garnett,72.2,1.09,1.05,+4,5,7,41.6
1213,BOS,10,Bradley-Terry-Pierce-Green-Bass,64.2,1.19,1.16,+5,7,8,46.6
1213,BOS,11,Rondo-Terry-Pierce-Green-Garnett,62.7,0.91,0.96,+8,10,7,58.8
1213,BOS,12,Bradley-Terry-Pierce-Green-Garnett,61.4,1.06,0.95,+25,8,6,57.1
1213,BOS,13,Rondo-Terry-Pierce-Garnett-Collins,53.9,0.88,0.99,-9,2,2,50.0
1213,BOS,14,Terry-Lee-Pierce-Bass-Garnett,52.3,1.05,0.81,+22,7,4,63.6
1213,BOS,15,Terry-Crawford-Lee-Green-Garnett,45.2,1.06,1.02,-5,4,4,50.0
1213,BOS,16,Terry-Barbosa-Pierce-Green-Garnett,44.8,0.98,0.79,+14,3,3,50.0
1213,BOS,17,Bradley-Lee-Pierce-Bass-Wilcox,44.2,1.14,1.07,+2,7,7,50.0
1213,BOS,18,Rondo-Lee-Pierce-Sullinger-Garnett,41.6,1.01,0.76,+22,6,2,75.0
1213,BOS,19,Bradley-Pierce-Green-Bass-Garnett,37.8,1.17,0.92,+15,5,4,55.5
1213,BOS,20,Terry-Lee-Pierce-Green-Garnett,35.5,0.96,1.08,+4,9,7,56.2
