Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1011,POR,1,Miller-Matthews-Batum-Aldridge-Camby,452.2,1.06,1.03,+17,16,18,47.0
1011,POR,2,Miller-Matthews-Batum-Wallace-Aldridge,302.2,1.24,1.10,+64,14,8,63.6
1011,POR,3,Miller-Roy-Batum-Aldridge-Camby,228.6,1.15,1.10,+15,6,7,46.1
1011,POR,4,Miller-Roy-Matthews-Aldridge-Camby,195.5,1.10,1.04,+12,8,8,50.0
1011,POR,5,Miller-Matthews-Batum-Cunningham-Aldridge,186.1,1.12,1.14,-21,13,14,48.1
1011,POR,6,Miller-Fernandez-Matthews-Batum-Aldridge,165.4,1.16,1.07,+54,20,6,76.9
1011,POR,7,Miller-Matthews-Batum-Aldridge-Przybilla,140.3,1.06,1.11,-6,8,8,50.0
1011,POR,8,Miller-Fernandez-Matthews-Cunningham-Aldridge,112.0,1.11,1.15,+1,11,14,44.0
1011,POR,9,Mills-Fernandez-Matthews-Cunningham-Aldridge,76.1,1.14,1.07,+7,11,10,52.3
1011,POR,10,Miller-Matthews-Wallace-Aldridge-Camby,60.4,0.99,0.91,+8,3,2,60.0
1011,POR,11,Miller-Roy-Matthews-Wallace-Aldridge,59.4,1.10,0.96,+21,6,3,66.6
1011,POR,12,Mills-Fernandez-Batum-Cunningham-Przybilla,58.7,1.12,1.14,+0,8,9,47.0
1011,POR,13,Mills-Fernandez-Batum-Cunningham-Aldridge,58.0,1.04,0.85,+25,8,5,61.5
1011,POR,14,Johnson-Fernandez-Matthews-Cunningham-Aldridge,53.3,1.28,0.85,+39,10,4,71.4
1011,POR,15,Miller-Fernandez-Matthews-Aldridge-Camby,44.6,1.28,1.10,+15,9,5,64.2
1011,POR,16,Miller-Fernandez-Batum-Aldridge-Camby,44.6,1.07,1.11,+2,7,5,58.3
1011,POR,17,Mills-Fernandez-Matthews-Cunningham-Przybilla,44.0,1.09,1.04,+3,9,5,64.2
1011,POR,18,Mills-Fernandez-Roy-Wallace-Aldridge,42.3,1.19,1.05,+8,5,3,62.5
1011,POR,19,Miller-Roy-Matthews-Batum-Aldridge,38.8,1.32,0.92,+35,8,6,57.1
1011,POR,20,Miller-Fernandez-Roy-Wallace-Aldridge,37.9,1.11,0.85,+22,6,4,60.0
