Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1516,NYK,1,Calderon-Afflalo-Anthony-Porzingis-Lopez,734.1,1.06,1.08,-26,21,27,43.7
1516,NYK,2,Calderon-Vujacic-Anthony-Porzingis-Lopez,228.5,1.04,1.00,+8,7,7,50.0
1516,NYK,3,Galloway-Grant-Thomas-Williams-O'Quinn,114.7,0.99,1.07,-14,7,13,35.0
1516,NYK,4,Calderon-Afflalo-Thomas-Anthony-Lopez,103.6,1.11,1.05,+11,12,11,52.1
1516,NYK,5,Galloway-Grant-Thomas-Williams-Seraphin,88.8,0.90,1.02,-18,7,11,38.8
1516,NYK,6,Galloway-Afflalo-Anthony-Porzingis-Lopez,87.4,1.06,0.99,+21,7,7,50.0
1516,NYK,7,Calderon-Afflalo-Thomas-Porzingis-Lopez,70.1,1.03,1.19,-26,0,5,0.0
1516,NYK,8,Calderon-Afflalo-Anthony-Williams-Lopez,69.7,0.99,1.28,-32,5,10,33.3
1516,NYK,9,Grant-Vujacic-Anthony-Williams-Lopez,68.6,1.11,1.07,+4,3,2,60.0
1516,NYK,10,Galloway-Afflalo-Thomas-Anthony-Lopez,67.2,1.10,0.95,+13,8,11,42.1
1516,NYK,11,Calderon-Galloway-Anthony-Porzingis-Lopez,52.0,0.96,0.89,+8,7,7,50.0
1516,NYK,12,Galloway-Grant-Thomas-Williams-Porzingis,50.4,0.89,0.97,-13,6,7,46.1
1516,NYK,13,Calderon-Afflalo-Thomas-Anthony-Porzingis,43.4,1.18,1.14,+8,5,7,41.6
1516,NYK,14,Calderon-Galloway-Thomas-Anthony-Lopez,39.7,0.99,1.16,-12,4,6,40.0
1516,NYK,15,Calderon-Galloway-Afflalo-Anthony-Porzingis,39.5,1.16,1.26,+7,7,5,58.3
1516,NYK,16,Calderon-Afflalo-Anthony-Williams-Porzingis,34.7,1.43,1.25,+11,5,5,50.0
1516,NYK,17,Galloway-Grant-Afflalo-Williams-Lopez,34.1,0.94,1.13,-11,6,7,46.1
1516,NYK,18,Galloway-Grant-Afflalo-Williams-O'Quinn,33.1,0.67,0.85,-11,2,5,28.5
1516,NYK,19,Calderon-Galloway-Afflalo-Porzingis-Lopez,32.5,0.84,1.10,-18,0,2,0.0
1516,NYK,20,Galloway-Grant-Afflalo-Williams-Seraphin,31.7,1.15,0.99,+10,3,3,50.0
