Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1718,ORL,1,Payton-Fournier-Simmons-Gordon-Biyombo,216.4,1.05,1.14,-37,7,7,50.0
1718,ORL,2,Payton-Fournier-Simmons-Gordon-Vucevic,193.6,1.12,1.24,-49,2,12,14.2
1718,ORL,3,Augustin-Fournier-Simmons-Gordon-Vucevic,187.7,1.09,1.09,+6,7,7,50.0
1718,ORL,4,Payton-Fournier-Ross-Gordon-Vucevic,177.0,1.12,1.14,-8,5,5,50.0
1718,ORL,5,Payton-Fournier-Hezonja-Simmons-Biyombo,101.0,1.03,1.21,-37,3,6,33.3
1718,ORL,6,Augustin-Hezonja-Iwundu-Gordon-Vucevic,97.5,0.89,0.97,-16,3,4,42.8
1718,ORL,7,Augustin-Hezonja-Simmons-Isaac-Vucevic,82.9,0.98,1.20,-35,1,5,16.6
1718,ORL,8,Augustin-Fournier-Hezonja-Simmons-Biyombo,80.8,1.04,1.19,-24,1,6,14.2
1718,ORL,9,Augustin-Fournier-Ross-Gordon-Vucevic,71.4,1.21,1.03,+34,6,2,75.0
1718,ORL,10,Mack-Fournier-Ross-Gordon-Vucevic,49.6,1.00,1.28,-28,1,5,16.6
1718,ORL,11,Payton-Fournier-Hezonja-Gordon-Biyombo,44.4,1.05,1.20,-18,1,5,16.6
1718,ORL,12,Augustin-Afflalo-Simmons-Speights-Biyombo,42.0,0.74,0.97,-22,1,5,16.6
1718,ORL,13,Payton-Hezonja-Simmons-Iwundu-Vucevic,39.9,0.94,1.05,-11,2,2,50.0
1718,ORL,14,Fournier-Ross-Simmons-Gordon-Vucevic,38.6,1.02,1.07,-6,3,3,50.0
1718,ORL,15,Mack-Purvis-Artis-Hezonja-Birch,36.9,1.29,0.96,+27,4,2,66.6
1718,ORL,16,Mack-Fournier-Simmons-Gordon-Vucevic,35.5,1.39,0.87,+49,7,1,87.5
1718,ORL,17,Augustin-Mack-Hezonja-Iwundu-Birch,31.5,0.98,0.93,+3,4,4,50.0
1718,ORL,18,Mack-Afflalo-Hezonja-Speights-Biyombo,30.0,1.38,1.09,+21,3,1,75.0
1718,ORL,19,Augustin-Mack-Hezonja-Gordon-Vucevic,28.7,1.19,0.94,+17,4,1,80.0
1718,ORL,20,Augustin-Afflalo-Hezonja-Iwundu-Speights,28.0,1.17,1.22,-3,4,5,44.4
