Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1819,POR,1,Lillard-McCollum-Harkless-Aminu-Nurkic,727.3,1.19,1.10,+141,23,14,62.1
1819,POR,2,Lillard-McCollum-Layman-Aminu-Nurkic,365.2,1.20,1.08,+84,24,12,66.6
1819,POR,3,Lillard-McCollum-Turner-Aminu-Nurkic,254.7,1.23,1.05,+95,26,13,66.6
1819,POR,4,Curry-Stauskas-Turner-Collins-Leonard,192.9,1.12,1.08,+9,12,11,52.1
1819,POR,5,Lillard-Hood-Harkless-Aminu-Kanter,66.0,1.16,1.07,+10,5,3,62.5
1819,POR,6,Lillard-Curry-Turner-Collins-Leonard,64.3,1.11,1.04,+10,12,9,57.1
1819,POR,7,Lillard-McCollum-Turner-Aminu-Collins,58.5,1.19,1.17,-3,10,9,52.6
1819,POR,8,Lillard-Harkless-Layman-Aminu-Nurkic,57.5,1.20,1.17,+4,5,2,71.4
1819,POR,9,Curry-Turner-Hood-Layman-Collins,51.8,1.16,0.99,+16,4,4,50.0
1819,POR,10,Lillard-McCollum-Curry-Aminu-Nurkic,51.7,1.30,1.09,+28,9,6,60.0
1819,POR,11,Lillard-Harkless-Layman-Aminu-Kanter,50.6,1.12,0.87,+26,4,1,80.0
1819,POR,12,Curry-Stauskas-Turner-Harkless-Collins,50.0,1.13,1.21,-12,3,5,37.5
1819,POR,13,Curry-Stauskas-Turner-Swanigan-Collins,49.4,0.88,0.91,-2,2,3,40.0
1819,POR,14,Lillard-McCollum-Turner-Collins-Leonard,48.1,1.16,1.20,-9,8,10,44.4
1819,POR,15,Lillard-McCollum-Stauskas-Aminu-Nurkic,41.9,1.10,1.35,-23,4,9,30.7
1819,POR,16,Lillard-McCollum-Harkless-Aminu-Leonard,40.8,1.16,1.22,-1,2,7,22.2
1819,POR,17,Curry-Turner-Layman-Collins-Leonard,40.4,1.33,1.35,-6,4,4,50.0
1819,POR,18,Curry-Turner-Hood-Collins-Kanter,34.4,1.13,1.37,-16,2,4,33.3
1819,POR,19,Simons-TrentJr.-Layman-Labissiere-Leonard,34.0,1.30,1.34,-3,0,1,0.0
1819,POR,20,Lillard-McCollum-Harkless-Aminu-Kanter,33.3,1.09,1.11,-2,2,2,50.0
