Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1718,BKN,1,Dinwiddie-Crabbe-Carroll-Hollis-Jefferson-Zeller,311.6,1.12,1.04,+51,13,11,54.1
1718,BKN,2,Russell-Dinwiddie-Crabbe-Carroll-Allen,124.8,1.15,1.11,+12,5,8,38.4
1718,BKN,3,Dinwiddie-Crabbe-Carroll-Acy-Allen,84.9,1.02,1.20,-28,0,7,0.0
1718,BKN,4,Russell-Crabbe-Carroll-Hollis-Jefferson-Allen,83.8,1.16,1.01,+28,7,4,63.6
1718,BKN,5,Harris-Stauskas-LeVert-Acy-Allen,72.5,1.13,1.01,+18,6,4,60.0
1718,BKN,6,Dinwiddie-Harris-Crabbe-Carroll-Allen,70.2,1.10,1.27,-18,4,9,30.7
1718,BKN,7,Dinwiddie-Crabbe-Carroll-Hollis-Jefferson-Acy,67.9,1.19,1.21,-4,9,8,52.9
1718,BKN,8,Russell-Harris-LeVert-Hollis-Jefferson-Cunningham,63.3,0.98,1.14,-26,1,7,12.5
1718,BKN,9,Dinwiddie-Crabbe-Carroll-Hollis-Jefferson-Allen,57.1,0.97,1.08,-16,7,9,43.7
1718,BKN,10,Harris-Crabbe-LeVert-Acy-Allen,51.1,0.90,1.09,-22,3,8,27.2
1718,BKN,11,Russell-LeVert-Carroll-Hollis-Jefferson-Mozgov,46.2,1.13,1.16,-3,2,3,40.0
1718,BKN,12,Dinwiddie-Harris-LeVert-Carroll-Allen,42.3,0.96,0.92,+2,6,3,66.6
1718,BKN,13,Dinwiddie-Harris-Crabbe-Carroll-Acy,41.8,1.01,1.05,+3,10,7,58.8
1718,BKN,14,Russell-Crabbe-LeVert-Hollis-Jefferson-Allen,41.2,1.10,0.91,+15,6,4,60.0
1718,BKN,15,Dinwiddie-Crabbe-Carroll-Hollis-Jefferson-Booker,40.7,1.14,1.09,+5,3,1,75.0
1718,BKN,16,Dinwiddie-Crabbe-LeVert-Carroll-Hollis-Jefferson,40.3,1.17,1.13,-2,5,9,35.7
1718,BKN,17,Dinwiddie-Harris-LeVert-Carroll-Cunningham,39.1,1.04,1.17,-10,2,5,28.5
1718,BKN,18,Dinwiddie-Harris-LeVert-Hollis-Jefferson-Cunningham,39.1,1.26,1.05,+19,8,5,61.5
1718,BKN,19,Dinwiddie-Harris-LeVert-Hollis-Jefferson-Acy,38.7,1.21,1.09,+6,6,6,50.0
1718,BKN,20,Russell-Harris-Carroll-Hollis-Jefferson-Allen,37.4,1.03,1.13,-4,1,3,25.0
