Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1213,LAL,1,Nash-Bryant-WorldPeace-Clark-Howard,338.8,1.08,1.04,+39,15,13,53.5
1213,LAL,2,Morris-Bryant-WorldPeace-Gasol-Howard,192.6,0.99,1.04,-12,8,5,61.5
1213,LAL,3,Nash-Bryant-WorldPeace-Gasol-Howard,189.2,1.10,1.08,+12,11,7,61.1
1213,LAL,4,Blake-Bryant-WorldPeace-Gasol-Howard,123.7,1.10,0.94,+41,5,2,71.4
1213,LAL,5,Duhon-Bryant-WorldPeace-Jamison-Howard,120.5,1.10,1.07,+8,4,7,36.3
1213,LAL,6,Nash-Meeks-Bryant-WorldPeace-Howard,109.7,1.26,0.93,+58,12,3,80.0
1213,LAL,7,Nash-Bryant-WorldPeace-Jamison-Howard,99.5,1.27,1.09,+37,13,6,68.4
1213,LAL,8,Blake-Meeks-Bryant-Gasol-Howard,96.9,1.03,1.21,-32,1,6,14.2
1213,LAL,9,Nash-Bryant-WorldPeace-Clark-Gasol,84.4,0.94,1.07,-22,2,5,28.5
1213,LAL,10,Blake-Bryant-Clark-Gasol-Howard,62.7,1.18,1.10,+11,3,3,50.0
1213,LAL,11,Nash-Bryant-Clark-Jamison-Gasol,54.4,1.08,0.98,+13,4,4,50.0
1213,LAL,12,Blake-Meeks-WorldPeace-Clark-Jamison,54.4,1.19,0.96,+19,6,5,54.5
1213,LAL,13,Nash-Meeks-Bryant-Gasol-Howard,54.2,1.15,1.15,-2,4,4,50.0
1213,LAL,14,Nash-Bryant-WorldPeace-Clark-Jamison,51.8,1.02,1.38,-38,2,9,18.1
1213,LAL,15,Blake-Meeks-WorldPeace-Jamison-Howard,51.1,0.91,0.93,-5,6,6,50.0
1213,LAL,16,Blake-Meeks-Clark-Jamison-Howard,50.8,1.05,1.06,-1,5,4,55.5
1213,LAL,17,Blake-Bryant-Clark-Jamison-Gasol,50.2,1.30,1.02,+26,7,4,63.6
1213,LAL,18,Duhon-Bryant-WorldPeace-Gasol-Howard,46.7,1.12,1.05,+7,6,4,60.0
1213,LAL,19,Nash-Meeks-Bryant-Jamison-Howard,44.9,0.99,1.03,+0,6,7,46.1
1213,LAL,20,Blake-Meeks-WorldPeace-Gasol-Howard,44.3,0.98,1.09,-11,1,4,20.0
