Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1819,UTA,1,Rubio-Mitchell-Ingles-Favors-Gobert,492.1,1.08,1.02,+57,30,24,55.5
1819,UTA,2,Rubio-Mitchell-Crowder-Ingles-Gobert,467.6,1.20,1.09,+119,33,19,63.4
1819,UTA,3,Mitchell-O'Neale-Korver-Crowder-Gobert,148.0,1.07,1.02,+15,17,13,56.6
1819,UTA,4,Rubio-Mitchell-O'Neale-Crowder-Gobert,122.9,1.17,1.15,+2,15,16,48.3
1819,UTA,5,Mitchell-O'Neale-Ingles-Favors-Gobert,105.7,1.09,0.98,+19,7,5,58.3
1819,UTA,6,Mitchell-O'Neale-Crowder-Ingles-Gobert,100.6,1.21,1.00,+38,13,8,61.9
1819,UTA,7,Neto-Korver-Crowder-Ingles-Favors,82.1,1.22,0.98,+45,11,6,64.7
1819,UTA,8,Rubio-Mitchell-Korver-Crowder-Gobert,76.4,0.99,1.22,-41,4,15,21.0
1819,UTA,9,Rubio-Mitchell-Crowder-Ingles-Favors,54.9,1.27,1.05,+29,9,7,56.2
1819,UTA,10,Exum-Korver-Crowder-Ingles-Favors,54.7,1.22,1.03,+19,5,3,62.5
1819,UTA,11,Rubio-Mitchell-O'Neale-Sefolosha-Gobert,51.7,1.19,0.83,+41,10,6,62.5
1819,UTA,12,Mitchell-O'Neale-Korver-Crowder-Favors,51.1,0.95,1.10,-11,6,10,37.5
1819,UTA,13,O'Neale-Korver-Crowder-Ingles-Favors,45.8,1.13,1.17,+0,5,4,55.5
1819,UTA,14,Rubio-O'Neale-Crowder-Ingles-Gobert,43.4,1.13,0.97,+8,6,7,46.1
1819,UTA,15,Rubio-Burks-Crowder-Ingles-Gobert,40.5,0.86,0.96,-2,4,4,50.0
1819,UTA,16,Mitchell-O'Neale-Sefolosha-Ingles-Gobert,33.3,1.10,1.13,-3,4,5,44.4
1819,UTA,17,Exum-Mitchell-O'Neale-Crowder-Gobert,33.1,1.00,1.13,-6,3,7,30.0
1819,UTA,18,Allen-Korver-Crowder-Ingles-Favors,32.8,1.07,1.19,-11,3,3,50.0
1819,UTA,19,Mitchell-Korver-Crowder-Ingles-Gobert,31.3,1.10,1.35,-10,6,6,50.0
1819,UTA,20,Rubio-Mitchell-Sefolosha-Ingles-Gobert,28.9,1.11,1.05,+3,7,4,63.6
