Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0809,MIN,1,Telfair-Foye-Gomes-Smith-Jefferson,262,1.15,1.12,+22,10,12,45.4
0809,MIN,2,Telfair-Foye-Miller-Gomes-Love,234,1.18,1.19,+12,16,5,76.1
0809,MIN,3,Foye-Miller-Gomes-Smith-Jefferson,137,1.04,1.11,-6,7,8,46.6
0809,MIN,4,Telfair-Foye-Gomes-Love-Jefferson,109,1.08,1.07,+11,11,10,52.3
0809,MIN,5,Foye-Miller-Gomes-Jefferson-Collins,102,0.95,1.02,-13,3,4,42.8
0809,MIN,6,Ollie-Foye-Gomes-Smith-Jefferson,83,1.10,1.11,+0,4,5,44.4
0809,MIN,7,Telfair-Foye-Miller-Gomes-Jefferson,77,1.25,1.06,+25,9,5,64.2
0809,MIN,8,Foye-Miller-Brewer-Gomes-Jefferson,74,1.00,1.05,-9,3,5,37.5
0809,MIN,9,Telfair-Carney-Miller-Cardinal-Love,74,1.12,1.08,-1,8,8,50.0
0809,MIN,10,Foye-Carney-Miller-Cardinal-Love,73,1.17,1.09,+12,10,6,62.5
0809,MIN,11,Foye-Miller-Gomes-Love-Jefferson,71,0.88,1.30,-58,6,13,31.5
0809,MIN,12,Telfair-Carney-Miller-Gomes-Love,61,1.11,1.05,-1,6,8,42.8
0809,MIN,13,Foye-McCants-Gomes-Smith-Jefferson,59,0.96,1.14,-22,2,7,22.2
0809,MIN,14,Telfair-Miller-Gomes-Love-Collins,58,1.04,1.10,-5,1,3,25.0
0809,MIN,15,Telfair-Foye-Miller-Love-Jefferson,48,1.22,1.00,+19,8,3,72.7
0809,MIN,16,Telfair-Miller-Brewer-Love-Jefferson,48,1.30,1.19,+8,4,0,100
0809,MIN,17,Foye-Carney-Miller-Love-Jefferson,47,1.09,0.98,+7,6,7,46.1
0809,MIN,18,Ollie-Foye-Gomes-Love-Jefferson,46,1.26,1.12,+15,5,2,71.4
0809,MIN,19,Telfair-Miller-Gomes-Smith-Love,42,0.89,1.08,-11,2,6,25.0
0809,MIN,20,Telfair-Foye-Gomes-Love-Collins,41,0.69,1.25,-43,0,4,0.0
