Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1516,DET,1,Jackson-Caldwell-Pope-Morris-Ilyasova-Drummond,914.2,1.07,1.04,+71,24,23,51.0
1516,DET,2,Jackson-Caldwell-Pope-Harris-Morris-Drummond,462.1,1.11,1.06,+40,14,11,56.0
1516,DET,3,Jackson-Caldwell-Pope-Tolliver-Morris-Drummond,169.0,1.10,1.01,+33,22,18,55.0
1516,DET,4,Blake-Johnson-Tolliver-Morris-Baynes,159.7,1.09,0.95,+42,17,8,68.0
1516,DET,5,Jackson-Johnson-Morris-Ilyasova-Drummond,101.9,1.08,1.13,-7,9,10,47.3
1516,DET,6,Jackson-Caldwell-Pope-Johnson-Ilyasova-Drummond,94.8,1.02,1.15,-27,9,17,34.6
1516,DET,7,Blake-Caldwell-Pope-Johnson-Tolliver-Baynes,83.1,1.08,1.12,-6,8,9,47.0
1516,DET,8,Jackson-Caldwell-Pope-Johnson-Morris-Drummond,79.5,1.23,1.02,+18,13,9,59.0
1516,DET,9,Jennings-Johnson-Tolliver-Morris-Baynes,74.6,1.06,1.11,-9,4,8,33.3
1516,DET,10,Jackson-Caldwell-Pope-Johnson-Tolliver-Drummond,72.7,1.03,1.08,-9,12,12,50.0
1516,DET,11,Jackson-Caldwell-Pope-Harris-Morris-Baynes,60.7,0.99,0.92,+17,10,6,62.5
1516,DET,12,Jennings-Caldwell-Pope-Johnson-Tolliver-Baynes,59.4,1.15,0.87,+29,6,4,60.0
1516,DET,13,Jackson-Caldwell-Pope-Morris-Ilyasova-Baynes,54.0,1.02,1.20,-12,7,10,41.1
1516,DET,14,Jennings-Johnson-Tolliver-Morris-Drummond,51.9,1.11,0.98,+10,6,3,66.6
1516,DET,15,Blake-Caldwell-Pope-Johnson-Tolliver-Drummond,48.4,1.14,0.78,+38,10,3,76.9
1516,DET,16,Jennings-Hilliard-Johnson-Tolliver-Baynes,46.4,1.26,1.01,+26,4,4,50.0
1516,DET,17,Blake-Hilliard-Johnson-Tolliver-Baynes,43.0,1.05,1.28,-24,3,5,37.5
1516,DET,18,Blake-Johnson-Tolliver-Morris-Drummond,41.9,0.85,1.16,-22,5,10,33.3
1516,DET,19,Blake-Caldwell-Pope-Johnson-Harris-Drummond,41.8,0.94,1.22,-25,5,9,35.7
1516,DET,20,Jackson-Caldwell-Pope-Tolliver-Morris-Baynes,36.5,1.12,1.33,+0,9,10,47.3
