Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1011,SAS,1,Parker-Ginobili-Jefferson-Blair-Duncan,687.2,1.11,1.01,+149,33,25,56.8
1011,SAS,2,Parker-Ginobili-Jefferson-McDyess-Duncan,229.8,1.17,1.03,+57,23,11,67.6
1011,SAS,3,Parker-Hill-Jefferson-Bonner-Duncan,132.4,1.08,1.04,+14,18,16,52.9
1011,SAS,4,Hill-Neal-Ginobili-Bonner-Blair,123.0,1.14,1.08,+21,15,10,60.0
1011,SAS,5,Hill-Neal-Ginobili-Bonner-McDyess,107.4,1.30,0.98,+63,14,8,63.6
1011,SAS,6,Parker-Hill-Jefferson-McDyess-Duncan,89.1,1.04,1.09,-6,9,14,39.1
1011,SAS,7,Parker-Ginobili-Jefferson-Bonner-Duncan,84.2,1.14,0.96,+41,14,6,70.0
1011,SAS,8,Parker-Hill-Jefferson-Blair-Duncan,81.0,1.12,0.98,+19,11,13,45.8
1011,SAS,9,Parker-Hill-Ginobili-Jefferson-Duncan,66.6,1.20,1.10,+19,10,7,58.8
1011,SAS,10,Hill-Neal-Ginobili-McDyess-Blair,66.0,1.07,0.98,+11,11,4,73.3
1011,SAS,11,Parker-Hill-Ginobili-Bonner-Duncan,63.1,1.21,0.90,+53,15,5,75.0
1011,SAS,12,Parker-Neal-Jefferson-McDyess-Duncan,54.6,1.01,1.03,+3,9,7,56.2
1011,SAS,13,Parker-Hill-Ginobili-McDyess-Duncan,51.8,1.13,0.92,+20,14,8,63.6
1011,SAS,14,Parker-Hill-Neal-Bonner-Blair,51.1,1.01,1.04,-8,7,9,43.7
1011,SAS,15,Parker-Ginobili-Jefferson-McDyess-Splitter,50.9,1.10,0.91,+18,5,0,100
1011,SAS,16,Hill-Neal-Ginobili-Bonner-Splitter,50.8,1.28,0.92,+41,9,5,64.2
1011,SAS,17,Hill-Neal-Ginobili-McDyess-Splitter,50.5,1.12,1.25,-16,3,8,27.2
1011,SAS,18,Hill-Neal-Jefferson-Bonner-McDyess,40.2,1.26,1.09,+12,6,5,54.5
1011,SAS,19,Hill-Neal-Ginobili-Bonner-Duncan,37.6,1.31,1.14,+7,7,8,46.6
1011,SAS,20,Parker-Hill-Jefferson-Bonner-Blair,37.0,1.33,1.34,-6,4,7,36.3
