Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0910,PHO,1,Nash-Richardson-Hill-Stoudemire-Frye,828.8,1.18,1.11,+150,34,22,60.7
0910,PHO,2,Nash-Richardson-Hill-Stoudemire-Lopez,452.1,1.15,1.11,+25,15,18,45.4
0910,PHO,3,Nash-Richardson-Dudley-Stoudemire-Frye,223.3,1.23,1.08,+80,30,24,55.5
0910,PHO,4,Dragic-Dudley-Hill-Amundson-Frye,131.1,1.13,1.01,+32,15,11,57.6
0910,PHO,5,Nash-Richardson-Hill-Stoudemire-Collins,129.7,1.04,1.11,-9,7,7,50.0
0910,PHO,6,Barbosa-Dragic-Dudley-Amundson-Frye,121.7,1.16,1.02,+25,13,9,59.0
0910,PHO,7,Dragic-Richardson-Dudley-Amundson-Frye,95.6,1.13,1.13,-9,9,13,40.9
0910,PHO,8,Nash-Richardson-Dudley-Stoudemire-Lopez,85.5,1.25,1.08,+36,12,5,70.5
0910,PHO,9,Nash-Dudley-Hill-Stoudemire-Frye,69.8,1.12,1.25,-18,8,10,44.4
0910,PHO,10,Barbosa-Dragic-Dudley-Amundson-Stoudemire,63.6,1.12,1.11,+3,10,11,47.6
0910,PHO,11,Dragic-Richardson-Dudley-Stoudemire-Frye,61.9,1.32,1.28,+7,10,10,50.0
0910,PHO,12,Nash-Richardson-Hill-Amundson-Stoudemire,56.9,1.07,1.10,-9,7,8,46.6
0910,PHO,13,Nash-Barbosa-Hill-Stoudemire-Frye,55.7,1.10,1.04,+5,5,5,50.0
0910,PHO,14,Nash-Richardson-Dudley-Hill-Stoudemire,52.6,1.08,1.17,-20,6,12,33.3
0910,PHO,15,Nash-Barbosa-Hill-Stoudemire-Lopez,51.0,1.36,1.24,+17,3,0,100
0910,PHO,16,Nash-Dragic-Dudley-Stoudemire-Frye,45.0,1.29,1.15,+9,11,7,61.1
0910,PHO,17,Barbosa-Dragic-Dudley-Hill-Amundson,44.6,1.31,0.98,+27,7,4,63.6
0910,PHO,18,Nash-Barbosa-Dudley-Stoudemire-Frye,43.9,1.31,1.08,+22,10,6,62.5
0910,PHO,19,Barbosa-Dragic-Dudley-Clark-Amundson,41.1,1.12,1.07,+9,4,5,44.4
0910,PHO,20,Dragic-Dudley-Clark-Amundson-Frye,40.2,1.15,1.16,-4,3,6,33.3
