Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0809,POR,1,Blake-Roy-Batum-Aldridge-Przybilla,560,1.19,1.01,+174,29,16,64.4
0809,POR,2,Blake-Roy-Batum-Aldridge-Oden,276,1.14,1.10,+6,10,15,40.0
0809,POR,3,Blake-Roy-Outlaw-Aldridge-Przybilla,226,1.14,1.02,+43,24,16,60.0
0809,POR,4,Rodriguez-Roy-Batum-Aldridge-Oden,150,1.19,1.16,+0,4,10,28.5
0809,POR,5,Blake-Roy-Outlaw-Aldridge-Oden,131,1.29,1.07,+58,23,10,69.6
0809,POR,6,Blake-Fernandez-Roy-Aldridge-Przybilla,128,1.28,0.91,+93,21,11,65.6
0809,POR,7,Rodriguez-Fernandez-Outlaw-Aldridge-Przybilla,112,1.17,0.95,+41,20,10,66.6
0809,POR,8,Rodriguez-Fernandez-Outlaw-Frye-Przybilla,104,1.01,1.02,-8,10,14,41.6
0809,POR,9,Blake-Fernandez-Roy-Outlaw-Aldridge,91,1.21,1.20,+36,19,9,67.8
0809,POR,10,Blake-Fernandez-Roy-Aldridge-Oden,88,1.24,1.12,+19,9,8,52.9
0809,POR,11,Rodriguez-Fernandez-Roy-Outlaw-Oden,84,1.22,0.96,+41,12,7,63.1
0809,POR,12,Rodriguez-Fernandez-Outlaw-Aldridge-Frye,79,1.09,1.05,+7,9,10,47.3
0809,POR,13,Rodriguez-Fernandez-Outlaw-Aldridge-Oden,77,1.05,1.12,-2,8,11,42.1
0809,POR,14,Blake-Fernandez-Roy-Outlaw-Przybilla,77,1.20,0.92,+41,13,5,72.2
0809,POR,15,Rodriguez-Fernandez-Roy-Outlaw-Przybilla,72,0.96,1.19,-33,9,17,34.6
0809,POR,16,Bayless-Fernandez-Outlaw-Aldridge-Przybilla,69,1.07,0.96,+10,7,8,46.6
0809,POR,17,Blake-Fernandez-Outlaw-Aldridge-Oden,64,1.18,1.15,-4,8,12,40.0
0809,POR,18,Bayless-Fernandez-Roy-Outlaw-Przybilla,61,1.04,1.06,+5,8,8,50.0
0809,POR,19,Blake-Fernandez-Outlaw-Aldridge-Przybilla,60,1.02,1.11,-6,7,14,33.3
0809,POR,20,Blake-Roy-Batum-Outlaw-Aldridge,58,1.36,1.08,+29,6,7,46.1
