Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1415,MEM,1,Conley-Lee-Allen-Randolph-Gasol,460.3,1.13,1.06,+52,23,17,57.5
1415,MEM,2,Conley-Lee-Green-Randolph-Gasol,426.0,1.02,1.06,-11,13,14,48.1
1415,MEM,3,Udrih-Lee-Green-Randolph-Gasol,177.5,1.11,1.13,-4,7,11,38.8
1415,MEM,4,Conley-Allen-Green-Randolph-Gasol,109.0,1.17,0.92,+48,9,9,50.0
1415,MEM,5,Udrih-Lee-Allen-Randolph-Gasol,89.3,1.05,0.95,+16,13,7,65.0
1415,MEM,6,Conley-Allen-Prince-Randolph-Gasol,86.5,1.04,0.93,+18,6,4,60.0
1415,MEM,7,Conley-Lee-Carter-Randolph-Gasol,69.3,1.07,0.81,+52,13,2,86.6
1415,MEM,8,Conley-Lee-Prince-Randolph-Gasol,68.5,1.05,1.05,+8,4,4,50.0
1415,MEM,9,Udrih-Calathes-Allen-Leuer-Koufos,66.7,0.99,0.83,+22,8,2,80.0
1415,MEM,10,Conley-Lee-Allen-Leuer-Gasol,56.7,0.95,0.95,-1,3,6,33.3
1415,MEM,11,Udrih-Carter-Pondexter-Leuer-Koufos,51.5,0.84,1.11,-29,5,11,31.2
1415,MEM,12,Udrih-Calathes-Carter-Green-Koufos,48.2,0.81,0.85,-6,4,7,36.3
1415,MEM,13,Conley-Lee-Pondexter-Randolph-Gasol,44.5,1.29,0.93,+37,9,1,90.0
1415,MEM,14,Conley-Lee-Allen-Prince-Gasol,36.9,1.43,1.00,+22,5,4,55.5
1415,MEM,15,Conley-Lee-Allen-Randolph-Koufos,33.7,1.02,1.03,-3,4,7,36.3
1415,MEM,16,Udrih-Lee-Allen-Randolph-Koufos,33.6,1.10,0.99,+8,9,5,64.2
1415,MEM,17,Udrih-Carter-Pondexter-Prince-Koufos,29.4,0.93,0.93,-2,2,1,66.6
1415,MEM,18,Conley-Lee-Prince-Leuer-Gasol,29.2,0.93,1.16,-13,3,4,42.8
1415,MEM,19,Udrih-Lee-Pondexter-Leuer-Koufos,28.8,1.29,1.04,+15,6,2,75.0
1415,MEM,20,Udrih-Calathes-Carter-Leuer-Koufos,28.7,0.91,1.21,-19,1,4,20.0
