Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1819,GSW,1,Curry-Thompson-Looney-Durant-Green,306.9,1.27,1.09,+121,23,14,62.1
1819,GSW,2,Curry-Thompson-Durant-Green-Cousins,263.7,1.19,1.06,+76,12,9,57.1
1819,GSW,3,Curry-Thompson-Iguodala-Durant-Green,172.8,1.31,1.03,+122,23,10,69.6
1819,GSW,4,Curry-Thompson-Durant-Green-Jones,139.9,1.20,1.13,+15,6,4,60.0
1819,GSW,5,Curry-Thompson-Iguodala-Looney-Durant,138.1,1.16,1.09,+25,14,15,48.2
1819,GSW,6,Curry-Thompson-Durant-Green-Bogut,81.8,1.22,1.09,+22,4,3,57.1
1819,GSW,7,Cook-Thompson-Iguodala-Durant-Jones,75.6,1.02,1.15,-25,2,6,25.0
1819,GSW,8,Livingston-Thompson-Iguodala-Green-Cousins,65.6,1.12,1.02,+16,6,5,54.5
1819,GSW,9,Curry-Livingston-Iguodala-Jerebko-Green,51.8,1.13,1.14,+4,5,6,45.4
1819,GSW,10,Curry-Iguodala-McKinnie-Looney-Durant,47.7,1.17,1.11,+9,7,6,53.8
1819,GSW,11,Thompson-Iguodala-Looney-Durant-Jerebko,46.9,1.09,1.08,+6,5,4,55.5
1819,GSW,12,Curry-Thompson-Durant-Jerebko-Green,44.5,1.19,1.34,-10,6,4,60.0
1819,GSW,13,Cook-Livingston-Thompson-Iguodala-Cousins,38.7,1.11,1.05,+2,5,2,71.4
1819,GSW,14,Cook-Evans-McKinnie-Jerebko-Bell,35.2,0.95,1.15,-21,2,9,18.1
1819,GSW,15,Curry-Thompson-Iguodala-Durant-Bell,34.3,1.41,1.08,+26,7,3,70.0
1819,GSW,16,Cook-Thompson-Iguodala-Looney-Durant,33.8,1.31,1.01,+22,10,3,76.9
1819,GSW,17,Curry-McKinnie-Durant-Green-Cousins,31.9,1.00,1.21,-17,0,3,0.0
1819,GSW,18,Livingston-Lee-Thompson-Looney-Jerebko,29.9,1.19,1.15,+0,2,1,66.6
1819,GSW,19,Cook-Thompson-Durant-Jerebko-Jones,29.1,1.19,1.09,+6,1,2,33.3
1819,GSW,20,Curry-Thompson-Iguodala-Green-Cousins,27.8,1.35,0.96,+22,2,0,100
