Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1112,OKC,1,Westbrook-Sefolosha-Durant-Ibaka-Perkins,664.0,1.03,0.96,+81,22,18,55.0
1112,OKC,2,Westbrook-Harden-Durant-Ibaka-Perkins,408.7,1.14,1.09,+58,28,27,50.9
1112,OKC,3,Westbrook-Cook-Durant-Ibaka-Perkins,289.9,0.98,1.06,-44,8,14,36.3
1112,OKC,4,Jackson-Cook-Harden-Collison-Mohammed,134.1,1.16,1.02,+28,9,10,47.3
1112,OKC,5,Westbrook-Harden-Durant-Ibaka-Collison,109.8,1.23,1.01,+37,20,15,57.1
1112,OKC,6,Westbrook-Harden-Durant-Collison-Perkins,106.3,1.11,1.15,+1,14,20,41.1
1112,OKC,7,Westbrook-Harden-Sefolosha-Durant-Perkins,83.5,1.05,1.08,-8,11,13,45.8
1112,OKC,8,Westbrook-Harden-Durant-Collison-Mohammed,64.6,1.27,1.14,+33,19,10,65.5
1112,OKC,9,Jackson-Ivey-Harden-Collison-Mohammed,63.0,0.99,1.15,-21,4,5,44.4
1112,OKC,10,Maynor-Cook-Harden-Collison-Mohammed,61.7,1.29,1.03,+23,4,3,57.1
1112,OKC,11,Westbrook-Fisher-Harden-Durant-Collison,58.8,1.37,1.04,+29,7,4,63.6
1112,OKC,12,Westbrook-Cook-Harden-Durant-Collison,56.1,1.17,1.06,+15,11,7,61.1
1112,OKC,13,Westbrook-Cook-Harden-Durant-Ibaka,56.0,1.23,1.00,+23,8,3,72.7
1112,OKC,14,Jackson-Harden-Durant-Collison-Mohammed,50.1,1.01,1.07,-10,10,12,45.4
1112,OKC,15,Fisher-Cook-Harden-Collison-Mohammed,47.9,1.05,0.91,+10,5,4,55.5
1112,OKC,16,Westbrook-Cook-Harden-Durant-Perkins,46.0,1.03,1.07,-4,6,9,40.0
1112,OKC,17,Fisher-Harden-Durant-Collison-Mohammed,35.9,1.08,1.21,-11,4,7,36.3
1112,OKC,18,Westbrook-Ivey-Harden-Durant-Perkins,26.7,1.33,1.16,+14,4,3,57.1
1112,OKC,19,Westbrook-Fisher-Harden-Durant-Perkins,24.4,1.16,0.98,+14,3,5,37.5
1112,OKC,20,Westbrook-Ivey-Harden-Durant-Collison,23.4,1.17,1.09,+4,3,3,50.0
