Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1718,TOR,1,Lowry-DeRozan-Anunoby-Ibaka-Valanciunas,790.0,1.16,1.05,+169,31,19,62.0
1718,TOR,2,VanVleet-Wright-Miles-Siakam-Poeltl,330.6,1.21,1.04,+121,19,18,51.3
1718,TOR,3,Lowry-Powell-DeRozan-Ibaka-Valanciunas,266.5,1.10,1.14,-25,14,20,41.1
1718,TOR,4,VanVleet-DeRozan-Miles-Siakam-Poeltl,98.3,1.27,1.11,+34,19,13,59.3
1718,TOR,5,Lowry-VanVleet-DeRozan-Ibaka-Valanciunas,98.1,1.33,1.08,+58,17,8,68.0
1718,TOR,6,VanVleet-Wright-Powell-Siakam-Poeltl,96.8,1.10,1.03,+13,8,6,57.1
1718,TOR,7,Lowry-Wright-DeRozan-Ibaka-Valanciunas,65.3,1.13,1.18,-7,11,11,50.0
1718,TOR,8,VanVleet-Powell-Miles-Siakam-Poeltl,62.5,0.92,1.14,-31,2,8,20.0
1718,TOR,9,Wright-DeRozan-Anunoby-Ibaka-Valanciunas,59.4,1.15,1.12,+4,3,2,60.0
1718,TOR,10,VanVleet-Wright-Miles-Anunoby-Poeltl,57.3,1.04,0.90,+20,5,3,62.5
1718,TOR,11,Lowry-DeRozan-Miller-Ibaka-Valanciunas,57.2,1.09,1.04,+9,4,2,66.6
1718,TOR,12,Lowry-DeRozan-Miles-Siakam-Poeltl,51.3,1.00,1.09,-12,9,14,39.1
1718,TOR,13,Lowry-DeRozan-Anunoby-Ibaka-Poeltl,50.7,1.16,1.23,-6,9,11,45.0
1718,TOR,14,Lowry-DeRozan-Miles-Ibaka-Poeltl,48.8,1.13,1.09,+8,11,15,42.3
1718,TOR,15,Wright-DeRozan-Miles-Siakam-Poeltl,46.4,0.97,1.24,-24,6,11,35.2
1718,TOR,16,Lowry-DeRozan-Anunoby-Siakam-Valanciunas,41.6,1.33,1.05,+21,5,2,71.4
1718,TOR,17,VanVleet-Wright-DeRozan-Siakam-Poeltl,38.5,1.39,0.88,+44,7,4,63.6
1718,TOR,18,Lowry-Powell-DeRozan-Ibaka-Poeltl,37.2,1.18,1.16,+2,6,8,42.8
1718,TOR,19,Lowry-VanVleet-DeRozan-Anunoby-Ibaka,36.7,1.22,1.09,+6,3,4,42.8
1718,TOR,20,Lowry-DeRozan-Miles-Anunoby-Valanciunas,36.3,1.18,1.10,+5,1,0,100
