Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0910,MIN,1,Flynn-Brewer-Gomes-Jefferson-Hollins,295.6,0.93,1.14,-129,5,25,16.6
0910,MIN,2,Flynn-Brewer-Wilkins-Love-Jefferson,280.7,1.00,1.09,-56,9,19,32.1
0910,MIN,3,Flynn-Brewer-Wilkins-Gomes-Jefferson,213.6,1.01,1.10,-39,11,13,45.8
0910,MIN,4,Flynn-Brewer-Gomes-Jefferson-Milicic,166.3,1.07,1.05,+14,10,6,62.5
0910,MIN,5,Flynn-Brewer-Gomes-Love-Jefferson,133.7,1.06,1.10,-2,17,14,54.8
0910,MIN,6,Flynn-Brewer-Gomes-Jefferson-Pecherov,83.7,1.07,1.13,-11,2,7,22.2
0910,MIN,7,Flynn-Brewer-Gomes-Love-Milicic,76.4,0.99,1.15,-34,4,12,25.0
0910,MIN,8,Sessions-Ellington-Gomes-Love-Jefferson,68.5,1.18,0.98,+32,13,5,72.2
0910,MIN,9,Sessions-Brewer-Wilkins-Love-Jefferson,62.3,1.14,1.13,+5,8,13,38.0
0910,MIN,10,Sessions-Ellington-Wilkins-Love-Jefferson,62.1,1.11,1.07,+8,8,8,50.0
0910,MIN,11,Sessions-Brewer-Gomes-Love-Jefferson,58.5,1.28,1.08,+20,8,8,50.0
0910,MIN,12,Flynn-Brewer-Gomes-Love-Hollins,52.1,0.98,1.41,-50,2,12,14.2
0910,MIN,13,Sessions-Ellington-Pavlovic-Love-Jefferson,49.9,0.78,1.23,-43,4,14,22.2
0910,MIN,14,Flynn-Ellington-Gomes-Love-Jefferson,47.0,1.27,1.29,-5,5,10,33.3
0910,MIN,15,Sessions-Ellington-Wilkins-Love-Hollins,47.0,1.14,1.09,+7,5,6,45.4
0910,MIN,16,Flynn-Ellington-Brewer-Gomes-Jefferson,41.1,1.03,1.19,-11,3,4,42.8
0910,MIN,17,Flynn-Brewer-Gomes-Hollins-Jawai,37.6,1.07,0.91,+13,6,1,85.7
0910,MIN,18,Sessions-Ellington-Pavlovic-Gomes-Jefferson,33.7,1.21,0.88,+29,6,4,60.0
0910,MIN,19,Sessions-Brewer-Gomes-Jefferson-Milicic,33.4,1.00,1.33,-23,2,4,33.3
0910,MIN,20,Sessions-Ellington-Pavlovic-Love-Hollins,32.9,1.01,1.03,-5,5,6,45.4
