Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1819,CLE,1,Sexton-Knight-Osman-Love-Zizic,122.5,1.12,1.13,-5,5,4,55.5
1819,CLE,2,Sexton-Burks-Hood-Osman-Zizic,111.2,0.97,1.11,-27,4,6,40.0
1819,CLE,3,Sexton-Hood-Osman-NanceJr.-Thompson,94.1,0.97,1.29,-66,2,6,25.0
1819,CLE,4,Sexton-Burks-Hood-Osman-Thompson,72.1,0.99,1.21,-35,1,4,20.0
1819,CLE,5,Hill-Hood-Osman-Dekker-Thompson,70.5,1.14,1.26,-16,1,5,16.6
1819,CLE,6,Sexton-Knight-Osman-NanceJr.-Love,69.3,1.05,1.18,-21,2,5,28.5
1819,CLE,7,Sexton-Clarkson-Burks-Osman-NanceJr.,61.1,1.29,1.36,-5,5,6,45.4
1819,CLE,8,Hill-Hood-Osman-Love-Thompson,60.5,1.12,1.16,-4,2,2,50.0
1819,CLE,9,Sexton-Smith-Hood-NanceJr.-Thompson,58.4,1.08,1.06,+3,3,1,75.0
1819,CLE,10,Sexton-Nwaba-Hood-Osman-Thompson,55.8,1.24,1.19,+12,2,1,66.6
1819,CLE,11,Sexton-Clarkson-Burks-Osman-Thompson,53.8,1.27,1.34,-8,5,7,41.6
1819,CLE,12,Sexton-Hill-Hood-Osman-Thompson,44.0,1.09,1.10,-3,2,1,66.6
1819,CLE,13,Knight-Nwaba-Stauskas-Clarkson-Chriss,43.1,0.91,1.24,-30,3,7,30.0
1819,CLE,14,Sexton-Knight-Nwaba-Osman-Zizic,42.4,1.11,1.02,+6,2,2,50.0
1819,CLE,15,Sexton-Clarkson-Osman-NanceJr.-Love,40.8,1.34,1.21,+11,5,4,55.5
1819,CLE,16,Sexton-Knight-Osman-NanceJr.-Zizic,39.6,1.09,1.32,-13,2,2,50.0
1819,CLE,17,Sexton-Clarkson-Hood-Osman-Thompson,39.5,0.90,1.27,-30,2,8,20.0
1819,CLE,18,Sexton-Burks-Osman-Blossomgame-NanceJr.,37.8,1.11,1.07,+7,2,1,66.6
1819,CLE,19,Sexton-Clarkson-Smith-Korver-NanceJr.,37.0,1.01,1.01,-2,2,2,50.0
1819,CLE,20,Sexton-Nwaba-Clarkson-Osman-Zizic,36.3,1.20,1.07,+10,6,3,66.6
