Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1516,MIA,1,Dragic-Wade-Deng-Bosh-Whiteside,338.6,1.02,1.04,-8,10,17,37.0
1516,MIA,2,Dragic-Wade-Johnson-Deng-Stoudemire,196.8,1.21,1.12,+35,10,6,62.5
1516,MIA,3,Dragic-Richardson-Winslow-Deng-Whiteside,189.8,1.15,1.08,+26,8,10,44.4
1516,MIA,4,Dragic-Wade-Winslow-Deng-Whiteside,154.3,1.05,0.95,+38,13,15,46.4
1516,MIA,5,Dragic-Wade-Green-Bosh-Whiteside,104.6,1.10,1.04,+14,10,3,76.9
1516,MIA,6,Wade-Richardson-Winslow-Johnson-Whiteside,95.0,1.22,1.10,+17,8,8,50.0
1516,MIA,7,Dragic-Wade-Green-Deng-Whiteside,84.4,1.14,1.19,-14,6,9,40.0
1516,MIA,8,Dragic-Wade-Deng-Bosh-Stoudemire,84.3,1.14,1.03,+16,5,3,62.5
1516,MIA,9,Dragic-Wade-Johnson-Deng-Whiteside,82.0,1.20,1.09,+22,6,7,46.1
1516,MIA,10,Dragic-Wade-Winslow-Deng-Stoudemire,61.6,0.91,0.85,+9,8,6,57.1
1516,MIA,11,Dragic-Wade-Green-Deng-Bosh,60.6,1.04,1.19,-1,8,7,53.3
1516,MIA,12,Dragic-Richardson-Winslow-Johnson-Whiteside,50.1,1.02,1.04,-3,5,5,50.0
1516,MIA,13,Dragic-Wade-Winslow-Deng-Bosh,49.4,0.97,0.95,+3,6,7,46.1
1516,MIA,14,T.Johnson-Green-Winslow-McRoberts-Bosh,48.9,1.04,1.00,+3,3,4,42.8
1516,MIA,15,Wade-Richardson-Johnson-Deng-Whiteside,48.4,1.38,1.21,+15,9,5,64.2
1516,MIA,16,Udrih-Green-Winslow-Bosh-Whiteside,46.9,1.23,1.17,+7,4,4,50.0
1516,MIA,17,Dragic-Green-Winslow-Deng-Whiteside,41.2,1.10,0.99,+9,8,9,47.0
1516,MIA,18,Wade-Richardson-Winslow-Deng-Whiteside,37.4,0.90,1.01,-10,3,8,27.2
1516,MIA,19,Wade-Richardson-Winslow-Johnson-Stoudemire,35.4,1.02,1.03,-5,6,4,60.0
1516,MIA,20,Chalmers-T.Johnson-Winslow-McRoberts-Bosh,34.0,1.08,0.78,+18,2,1,66.6
