Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
2122,TOR,1,VanVleet-TrentJr.-Barnes-Anunoby-Siakam,338.4,1.11,1.11,+5,8,12,40.0
2122,TOR,2,VanVleet-TrentJr.-Barnes-Siakam-Birch,185.1,1.13,1.18,-13,9,8,52.9
2122,TOR,3,VanVleet-TrentJr.-Barnes-Achiuwa-Anunoby,155.3,1.13,1.05,+23,8,4,66.6
2122,TOR,4,VanVleet-TrentJr.-Barnes-Achiuwa-Siakam,148.5,1.18,1.03,+43,9,5,64.2
2122,TOR,5,VanVleet-TrentJr.-Barnes-Siakam-Boucher,103.2,1.25,1.03,+47,7,3,70.0
2122,TOR,6,VanVleet-TrentJr.-Anunoby-Siakam-Birch,55.2,1.21,1.21,+7,5,4,55.5
2122,TOR,7,TrentJr.-Barnes-Achiuwa-Siakam-Boucher,50.2,1.18,1.00,+20,7,4,63.6
2122,TOR,8,Flynn-TrentJr.-Barnes-Siakam-Birch,49.5,1.26,1.34,-8,3,3,50.0
2122,TOR,9,VanVleet-Achiuwa-Anunoby-Siakam-Boucher,47.4,1.20,1.13,+6,4,6,40.0
2122,TOR,10,VanVleet-TrentJr.-Achiuwa-Anunoby-Siakam,47.0,1.14,1.05,+8,4,7,36.3
2122,TOR,11,VanVleet-Barnes-Anunoby-Siakam-Birch,46.4,1.06,1.16,-13,3,5,37.5
2122,TOR,12,VanVleet-Barnes-Achiuwa-Anunoby-Siakam,44.4,1.01,0.96,+8,4,2,66.6
2122,TOR,13,VanVleet-TrentJr.-Achiuwa-Siakam-Boucher,43.9,1.23,1.03,+19,9,7,56.2
2122,TOR,14,TrentJr.-Barnes-Siakam-Boucher-Birch,40.9,1.13,1.03,+12,2,1,66.6
2122,TOR,15,VanVleet-TrentJr.-Mykhailiuk-Anunoby-Birch,38.3,1.19,0.94,+22,4,2,66.6
2122,TOR,16,VanVleet-TrentJr.-Barnes-Anunoby-Birch,35.8,1.18,1.44,-18,2,6,25.0
2122,TOR,17,VanVleet-TrentJr.-Barnes-Achiuwa-Boucher,35.4,1.08,1.06,+1,4,4,50.0
2122,TOR,18,VanVleet-Barnes-Achiuwa-Siakam-Boucher,34.4,1.00,1.26,-18,1,7,12.5
2122,TOR,19,VanVleet-Barnes-Anunoby-Siakam-Boucher,34.3,1.23,1.17,+2,3,2,60.0
2122,TOR,20,VanVleet-TrentJr.-Mykhailiuk-Achiuwa-Anunoby,32.9,0.99,1.28,-14,2,5,28.5
