Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
2021,CLE,1,Sexton-Garland-Okoro-NanceJr.-Allen,137.9,1.04,1.18,-35,5,5,50.0
2021,CLE,2,Sexton-Garland-Okoro-Wade-Allen,111.1,1.05,1.04,+8,5,5,50.0
2021,CLE,3,Sexton-Garland-Okoro-Love-Allen,83.3,1.09,1.07,+9,3,4,42.8
2021,CLE,4,Sexton-Garland-Okoro-Osman-Allen,77.3,1.06,1.22,-22,3,4,42.8
2021,CLE,5,Dotson-Okoro-Osman-NanceJr.-Drummond,76.0,1.05,1.01,+10,3,3,50.0
2021,CLE,6,Sexton-Okoro-Osman-Wade-Allen,69.0,1.15,1.31,-14,3,5,37.5
2021,CLE,7,Sexton-Garland-Okoro-NanceJr.-Drummond,66.5,1.02,1.04,-4,4,2,66.6
2021,CLE,8,Garland-Okoro-Osman-Love-Allen,60.3,1.11,1.13,-1,1,1,50.0
2021,CLE,9,Sexton-Garland-Okoro-Wade-Love,59.6,1.17,1.09,+11,3,2,60.0
2021,CLE,10,Sexton-Garland-Okoro-Prince-Drummond,59.1,0.96,1.34,-43,1,5,16.6
2021,CLE,11,Sexton-Garland-Okoro-Prince-Allen,46.3,1.06,0.98,+8,3,2,60.0
2021,CLE,12,Sexton-Okoro-Osman-NanceJr.-Drummond,46.2,1.02,1.27,-26,1,6,14.2
2021,CLE,13,Sexton-Okoro-Osman-Love-Allen,44.8,1.04,1.36,-31,0,4,0.0
2021,CLE,14,Sexton-Garland-Okoro-Allen-Drummond,38.4,1.15,1.62,-33,0,3,0.0
2021,CLE,15,Garland-Okoro-Osman-NanceJr.-Allen,37.4,0.99,0.94,+2,3,2,60.0
2021,CLE,16,Sexton-Garland-Exum-NanceJr.-Drummond,31.0,1.08,1.05,+0,2,1,66.6
2021,CLE,17,Sexton-Okoro-Wade-Love-Allen,29.7,0.84,1.17,-21,0,3,0.0
2021,CLE,18,Garland-Okoro-Osman-Wade-Allen,26.9,1.29,1.16,+1,5,5,50.0
2021,CLE,19,Sexton-Thomas-Okoro-Wade-Allen,26.1,1.21,1.35,-2,3,2,60.0
2021,CLE,20,Sexton-Garland-Windler-Okoro-Allen,25.8,1.26,1.34,-4,3,3,50.0
