Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0708,ATL,1,A.Johnson-J.Johnson-M.Williams-Smith-Horford,541,1.01,1.00,+10,17,19,47.2
0708,ATL,2,Bibby-J.Johnson-M.Williams-Smith-Horford,444,1.12,1.11,+4,12,17,41.3
0708,ATL,3,Bibby-J.Johnson-Childress-Smith-Horford,189,1.12,1.10,+23,13,14,48.1
0708,ATL,4,A.Johnson-J.Johnson-Childress-Smith-Horford,119,1.07,1.00,+29,15,11,57.6
0708,ATL,5,Law-J.Johnson-M.Williams-Smith-Horford,105,1.14,0.97,+30,13,5,72.2
0708,ATL,6,J.Johnson-Childress-M.Williams-Smith-Horford,89,1.05,1.16,-30,6,19,24.0
0708,ATL,7,Bibby-J.Johnson-Childress-M.Williams-Horford,87,1.21,1.25,-5,7,9,43.7
0708,ATL,8,Bibby-J.Johnson-Childress-Smith-Pachulia,78,1.05,1.01,+10,11,7,61.1
0708,ATL,9,Lue-J.Johnson-Childress-Smith-Horford,72,0.99,1.01,-5,8,10,44.4
0708,ATL,10,Law-J.Johnson-Childress-Smith-Horford,63,0.93,1.13,-19,9,18,33.3
0708,ATL,11,Bibby-J.Johnson-Childress-M.Williams-Smith,61,1.15,1.11,+13,7,4,63.6
0708,ATL,12,A.Johnson-J.Johnson-M.Williams-Smith-Wright,56,0.93,0.85,+10,3,2,60.0
0708,ATL,13,Lue-J.Johnson-Childress-M.Williams-Horford,55,1.18,1.24,-11,6,10,37.5
0708,ATL,14,A.Johnson-J.Johnson-M.Williams-Smith-Pachulia,55,0.97,1.11,-17,5,8,38.4
0708,ATL,15,Law-J.Johnson-Childress-M.Williams-Pachulia,49,1.28,1.28,+1,7,7,50.0
0708,ATL,16,Lue-J.Johnson-M.Williams-Smith-Horford,46,0.95,1.17,-19,3,8,27.2
0708,ATL,17,Law-J.Johnson-Childress-M.Williams-Horford,45,0.91,1.22,-29,5,13,27.7
0708,ATL,18,A.Johnson-J.Johnson-Childress-M.Williams-Horford,42,1.03,1.29,-19,3,10,23.0
0708,ATL,19,Bibby-J.Johnson-Childress-Horford-Pachulia,41,1.04,1.02,+2,4,4,50.0
0708,ATL,20,Law-Childress-M.Williams-Smith-Pachulia,40,1.03,1.22,-22,3,9,25.0
