Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
2122,DEN,1,Morris-Barton-Jeff.Green-Gordon-Jokic,750.0,1.23,1.15,+146,25,14,64.1
2122,DEN,2,Morris-Barton-Gordon-PorterJr.-Jokic,166.4,1.07,0.96,+37,5,4,55.5
2122,DEN,3,Morris-Rivers-Jeff.Green-Gordon-Jokic,150.7,1.25,1.07,+57,8,2,80.0
2122,DEN,4,Morris-Rivers-Barton-Gordon-Jokic,122.4,1.22,1.07,+44,12,6,66.6
2122,DEN,5,Hyland-Rivers-Forbes-Ja.Green-Cousins,110.6,1.29,1.14,+32,6,4,60.0
2122,DEN,6,Hyland-Barton-Jeff.Green-Gordon-Jokic,79.4,1.09,1.05,+9,4,3,57.1
2122,DEN,7,Morris-Barton-Jeff.Green-Gordon-Ja.Green,77.2,1.09,1.25,-29,1,3,25.0
2122,DEN,8,Hyland-Morris-Barton-Gordon-Jokic,67.2,1.28,1.20,+21,7,4,63.6
2122,DEN,9,Morris-Barton-Gordon-Ja.Green-Jokic,53.1,1.05,1.17,-17,1,5,16.6
2122,DEN,10,Morris-Reed-Barton-Jeff.Green-Jokic,48.2,1.21,1.26,-9,3,4,42.8
2122,DEN,11,Campazzo-Rivers-Forbes-Ja.Green-Cousins,40.6,1.28,0.95,+27,2,0,100
2122,DEN,12,Campazzo-Rivers-Barton-Gordon-Jokic,40.3,0.91,1.24,-30,2,6,25.0
2122,DEN,13,Morris-Rivers-Barton-Jeff.Green-Jokic,38.3,1.12,1.24,-9,4,5,44.4
2122,DEN,14,Campazzo-Hyland-Rivers-Jeff.Green-Nnaji,35.0,1.30,1.23,+3,2,2,50.0
2122,DEN,15,Campazzo-Morris-Jeff.Green-Gordon-Jokic,32.3,1.10,1.17,-5,3,4,42.8
2122,DEN,16,Morris-Reed-Jeff.Green-Gordon-Jokic,30.9,1.35,0.79,+36,2,0,100
2122,DEN,17,Campazzo-Rivers-Dozier-Jeff.Green-Ja.Green,30.5,0.77,1.25,-32,0,4,0.0
2122,DEN,18,Hyland-Rivers-Forbes-Ja.Green-Nnaji,30.3,0.91,1.11,-15,1,4,20.0
2122,DEN,19,Morris-Barton-Dozier-Gordon-Jokic,28.2,0.84,0.95,-7,2,5,28.5
2122,DEN,20,Campazzo-Morris-Barton-Gordon-Jokic,26.4,0.78,1.20,-26,1,6,14.2
