Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1617,IND,1,Teague-Ellis-George-T.Young-Turner,601.7,1.08,1.09,-20,23,28,45.0
1617,IND,2,Teague-Miles-George-T.Young-Turner,443.2,1.14,1.07,+53,18,19,48.6
1617,IND,3,Teague-RobinsonIII-George-T.Young-Turner,376.5,1.13,1.05,+47,11,17,39.2
1617,IND,4,Teague-Ellis-RobinsonIII-T.Young-Turner,105.6,1.17,1.04,+29,5,5,50.0
1617,IND,5,Teague-Miles-George-Allen-Turner,103.1,1.11,1.12,+0,10,7,58.8
1617,IND,6,Teague-Ellis-Miles-George-Turner,100.6,1.21,1.15,+38,14,14,50.0
1617,IND,7,Teague-Ellis-George-Allen-Turner,81.2,1.25,0.99,+30,15,9,62.5
1617,IND,8,Teague-RobinsonIII-George-Turner-Seraphin,61.9,1.10,1.15,-6,6,7,46.1
1617,IND,9,Brooks-Ellis-RobinsonIII-Allen-Jefferson,50.3,1.06,1.22,-17,1,7,12.5
1617,IND,10,Teague-Miles-George-T.Young-Jefferson,47.4,1.07,1.14,-2,7,5,58.3
1617,IND,11,Brooks-Ellis-Miles-Jefferson-Seraphin,45.3,0.88,1.19,-27,2,6,25.0
1617,IND,12,Teague-Ellis-Miles-T.Young-Turner,44.3,1.01,1.12,-17,2,9,18.1
1617,IND,13,Brooks-Stuckey-RobinsonIII-Miles-Jefferson,42.0,1.08,0.99,+11,5,2,71.4
1617,IND,14,Ellis-Stuckey-RobinsonIII-Christmas-Allen,41.8,1.01,1.14,-7,2,4,33.3
1617,IND,15,Ellis-Stuckey-RobinsonIII-Miles-Jefferson,41.7,1.07,0.86,+14,5,2,71.4
1617,IND,16,Brooks-Ellis-Miles-T.Young-Jefferson,40.2,1.31,1.17,+8,5,4,55.5
1617,IND,17,Brooks-Stuckey-RobinsonIII-Allen-Jefferson,39.3,1.05,1.15,-6,2,3,40.0
1617,IND,18,Teague-Ellis-George-Turner-Seraphin,39.0,0.86,1.36,-43,2,7,22.2
1617,IND,19,Brooks-Ellis-Miles-Allen-Jefferson,38.4,1.15,0.96,+13,4,3,57.1
1617,IND,20,Brooks-RobinsonIII-Miles-Allen-Jefferson,32.4,1.11,1.08,+5,4,1,80.0
