Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
2122,OKC,1,Gilgeous-Alexander-Dort-Giddey-Bazley-Robinson-Earl,249.7,0.97,1.14,-92,9,14,39.1
2122,OKC,2,Gilgeous-Alexander-Wiggins-Dort-Giddey-Robinson-Earl,123.5,1.14,1.26,-27,5,5,50.0
2122,OKC,3,Gilgeous-Alexander-Dort-Giddey-Bazley-Favors,103.1,0.99,1.21,-46,1,9,10.0
2122,OKC,4,Simpson-Krejci-FrazierJr.-Kalaitzakis-Hoard,62.4,0.88,1.38,-63,0,2,0.0
2122,OKC,5,Gilgeous-Alexander-Wiggins-Mann-Bazley-Roby,54.2,1.05,1.46,-53,0,6,0.0
2122,OKC,6,Gilgeous-Alexander-Dort-Giddey-Robinson-Earl-Favors,51.7,1.02,1.01,-1,1,2,33.3
2122,OKC,7,Wiggins-Maledon-Krejci-Roby-Pokusevski,47.0,1.15,1.30,-14,1,2,33.3
2122,OKC,8,Gilgeous-Alexander-Dort-Giddey-Bazley-Muscala,43.8,1.34,1.30,+1,5,4,55.5
2122,OKC,9,Gilgeous-Alexander-Mann-Bazley-Roby-Pokusevski,42.8,1.13,0.97,+14,3,1,75.0
2122,OKC,10,Mann-Dort-Giddey-Bazley-Favors,40.4,0.92,1.08,-14,1,2,33.3
2122,OKC,11,Gilgeous-Alexander-Mann-Dort-Bazley-Robinson-Earl,37.6,0.94,1.18,-19,2,6,25.0
2122,OKC,12,Maledon-WatersIII-Krejci-Pokusevski-Sarr,37.1,1.29,0.79,+34,5,2,71.4
2122,OKC,13,Maledon-WatersIII-Krejci-Roby-Sarr,30.1,1.27,1.16,+5,3,2,60.0
2122,OKC,14,Wiggins-Mann-Giddey-Bazley-Roby,29.9,1.02,1.26,-14,0,1,0.0
2122,OKC,15,Simpson-Krejci-Kalaitzakis-Hoard-Roby,29.6,1.28,1.42,-14,1,3,25.0
2122,OKC,16,Wiggins-Mann-Bazley-Roby-Pokusevski,29.2,0.89,1.05,-10,1,1,50.0
2122,OKC,17,Mann-Giddey-Jerome-Bazley-Diakite,26.3,0.83,1.19,-18,0,4,0.0
2122,OKC,18,Mann-Giddey-Williams-Favors-Pokusevski,25.4,1.00,0.79,+13,3,1,75.0
2122,OKC,19,Gilgeous-Alexander-Wiggins-Mann-Bazley-Pokusevski,23.9,1.29,1.45,-12,1,2,33.3
2122,OKC,20,Wiggins-Dort-Giddey-Bazley-Robinson-Earl,22.9,1.14,1.04,+6,1,0,100
