Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0708,PHO,1,Nash-Bell-Hill-Marion-Stoudemire,422,1.18,1.02,+145,22,8,73.3
0708,PHO,2,Nash-Bell-Hill-Stoudemire-O'Neal,309,1.13,1.06,+46,17,6,73.9
0708,PHO,3,Nash-Barbosa-Bell-Diaw-Stoudemire,226,1.20,1.16,+27,24,19,55.8
0708,PHO,4,Nash-Bell-Marion-Diaw-Stoudemire,167,1.13,0.93,+79,9,4,69.2
0708,PHO,5,Nash-Barbosa-Hill-Marion-Stoudemire,155,1.23,1.14,+35,14,10,58.3
0708,PHO,6,Nash-Bell-Hill-Diaw-Stoudemire,155,1.23,1.09,+43,13,9,59.0
0708,PHO,7,Barbosa-Bell-Hill-Diaw-Skinner,105,0.85,1.02,-42,8,12,40.0
0708,PHO,8,Nash-Barbosa-Bell-Stoudemire-O'Neal,96,1.24,1.12,+25,11,8,57.8
0708,PHO,9,Nash-Barbosa-Bell-Marion-Diaw,90,1.11,1.14,-8,11,11,50.0
0708,PHO,10,Nash-Bell-Hill-Marion-Diaw,87,1.08,0.88,+35,7,4,63.6
0708,PHO,11,Nash-Barbosa-Bell-Marion-Stoudemire,80,1.25,1.14,+15,8,10,44.4
0708,PHO,12,Nash-Barbosa-Marion-Diaw-Stoudemire,74,1.13,1.20,-17,8,15,34.7
0708,PHO,13,Nash-Barbosa-Hill-Marion-Diaw,66,1.25,0.91,+46,12,6,66.6
0708,PHO,14,Barbosa-Giricek-Hill-Diaw-O'Neal,56,1.01,0.90,+14,7,8,46.6
0708,PHO,15,Barbosa-Hill-Marion-Diaw-Skinner,55,0.98,1.09,-9,6,7,46.1
0708,PHO,16,Barbosa-Bell-Hill-Diaw-Stoudemire,51,1.10,1.19,-4,9,10,47.3
0708,PHO,17,Nash-Barbosa-Hill-Diaw-Stoudemire,50,1.11,1.17,-2,7,7,50.0
0708,PHO,18,Nash-Barbosa-Bell-Hill-Diaw,49,1.20,1.04,+18,10,4,71.4
0708,PHO,19,Nash-Barbosa-Marion-Skinner-Stoudemire,46,1.19,0.95,+25,9,2,81.8
0708,PHO,20,Nash-Barbosa-Bell-Skinner-Stoudemire,45,1.18,1.15,+6,6,3,66.6
