Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
2122,MEM,1,Morant-Bane-Williams-JacksonJr.-Adams,202.9,1.22,1.18,+24,9,10,47.3
2122,MEM,2,Jones-Bane-D.Brooks-JacksonJr.-Adams,181.8,1.18,1.10,+27,8,8,50.0
2122,MEM,3,Melton-Morant-Bane-JacksonJr.-Adams,167.6,1.20,1.14,+20,10,11,47.6
2122,MEM,4,Melton-Morant-Williams-Anderson-Adams,117.7,1.18,0.97,+59,14,9,60.8
2122,MEM,5,Jones-Konchar-Bane-Clarke-JacksonJr.,111.9,1.06,1.14,-19,8,11,42.1
2122,MEM,6,Morant-Bane-D.Brooks-JacksonJr.-Adams,107.7,1.23,0.98,+61,9,2,81.8
2122,MEM,7,Jones-Melton-D.Brooks-Anderson-Adams,83.7,1.31,1.09,+39,11,3,78.5
2122,MEM,8,Melton-Morant-Bane-Anderson-Adams,59.5,1.07,1.33,-33,6,14,30.0
2122,MEM,9,Morant-Bane-Anderson-JacksonJr.-Adams,56.1,1.21,1.39,-24,3,6,33.3
2122,MEM,10,Morant-Bane-Williams-Anderson-Adams,46.0,1.21,1.44,-15,6,6,50.0
2122,MEM,11,Morant-Bane-Clarke-Williams-JacksonJr.,44.9,1.04,1.29,-22,3,7,30.0
2122,MEM,12,Konchar-Culver-Tillman-Aldama-Tillie,40.5,1.25,1.14,+10,2,2,50.0
2122,MEM,13,Jones-Melton-Williams-Anderson-Adams,38.4,1.15,0.97,+20,5,2,71.4
2122,MEM,14,Jones-Bane-Williams-JacksonJr.-Adams,37.9,1.49,0.94,+44,4,0,100
2122,MEM,15,Morant-Konchar-Bane-JacksonJr.-Adams,37.6,1.38,0.87,+38,3,2,60.0
2122,MEM,16,Morant-Bane-Williams-Anderson-JacksonJr.,37.1,1.12,1.16,-5,2,6,25.0
2122,MEM,17,Jones-Bane-D.Brooks-Anderson-Adams,33.7,1.11,0.97,+12,3,1,75.0
2122,MEM,18,Morant-Konchar-Williams-JacksonJr.-Adams,32.8,1.14,1.38,-19,0,3,0.0
2122,MEM,19,Melton-Morant-Konchar-Clarke-Anderson,31.8,1.04,1.14,-11,3,7,30.0
2122,MEM,20,Jones-Melton-Bane-Clarke-JacksonJr.,30.7,1.43,0.97,+35,6,0,100
