Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1617,SAC,1,Lawson-Afflalo-Gay-Cousins-Koufos,144.7,1.08,1.05,+7,7,7,50.0
1617,SAC,2,Collison-Temple-Afflalo-Cousins-Koufos,113.4,1.12,1.15,-7,4,5,44.4
1617,SAC,3,Collison-McLemore-Barnes-Cousins-Koufos,90.4,1.03,1.27,-44,1,8,11.1
1617,SAC,4,Collison-McLemore-Afflalo-Cousins-Koufos,88.1,0.99,1.17,-36,2,5,28.5
1617,SAC,5,Collison-Temple-Gay-Tolliver-Cousins,78.6,1.11,1.27,-25,2,4,33.3
1617,SAC,6,Collison-Afflalo-Gay-Cousins-Koufos,70.5,1.07,1.06,-2,4,3,57.1
1617,SAC,7,Lawson-Richardson-Barnes-Tolliver-Cauley-Stein,66.0,1.05,0.99,+9,6,3,66.6
1617,SAC,8,Collison-Hield-Evans-Labissiere-Cauley-Stein,57.9,0.97,1.02,-6,2,2,50.0
1617,SAC,9,Lawson-Afflalo-Gay-Barnes-Cousins,56.7,1.07,1.22,-17,4,9,30.7
1617,SAC,10,Collison-McLemore-Gay-Cousins-Koufos,52.5,1.02,0.92,+10,2,4,33.3
1617,SAC,11,Galloway-Hield-McLemore-Labissiere-Papagiannis,47.7,1.24,0.98,+28,6,3,66.6
1617,SAC,12,Lawson-Temple-Barnes-Tolliver-Cousins,44.6,0.98,0.96,+1,3,4,42.8
1617,SAC,13,Collison-Afflalo-Gay-Barnes-Cousins,43.7,1.12,1.26,-6,3,5,37.5
1617,SAC,14,Lawson-Collison-Barnes-Tolliver-Cousins,42.7,1.43,1.09,+31,6,3,66.6
1617,SAC,15,Lawson-Temple-Afflalo-Tolliver-Cousins,41.4,1.25,1.04,+14,4,4,50.0
1617,SAC,16,Collison-Temple-Afflalo-Barnes-Cousins,38.4,1.00,1.24,-14,4,7,36.3
1617,SAC,17,Lawson-Collison-Gay-Barnes-Cousins,38.0,1.19,1.14,+5,3,2,60.0
1617,SAC,18,Collison-Temple-Afflalo-Tolliver-Cousins,37.1,0.94,1.36,-22,2,6,25.0
1617,SAC,19,Collison-McLemore-Barnes-Tolliver-Cousins,36.9,1.35,1.29,+7,6,3,66.6
1617,SAC,20,Collison-Afflalo-Barnes-Tolliver-Cousins,36.1,1.03,1.26,-19,2,5,28.5
