Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1516,PHI,1,Smith-Stauskas-Covington-Noel-Okafor,105.9,0.95,1.11,-37,4,6,40.0
1516,PHI,2,Smith-Stauskas-Grant-Covington-Noel,105.0,1.06,1.01,+6,9,6,60.0
1516,PHI,3,Smith-Canaan-Thompson-Grant-Noel,86.6,1.02,1.11,-23,5,9,35.7
1516,PHI,4,McConnell-Stauskas-Grant-Noel-Okafor,85.8,0.83,1.08,-39,3,6,33.3
1516,PHI,5,Canaan-McConnell-Thompson-Grant-Holmes,50.9,1.21,1.03,+14,6,5,54.5
1516,PHI,6,Smith-Canaan-Grant-Covington-Noel,50.5,1.12,1.08,-1,3,4,42.8
1516,PHI,7,Smith-Thompson-Grant-Covington-Noel,50.5,1.27,0.95,+34,6,2,75.0
1516,PHI,8,Canaan-McConnell-Thompson-Grant-Noel,48.8,0.92,1.00,-8,8,9,47.0
1516,PHI,9,Smith-Canaan-Thompson-Landry-Noel,48.6,0.92,1.21,-28,1,6,14.2
1516,PHI,10,Smith-Canaan-Thompson-Grant-Landry,46.6,1.05,1.25,-19,3,4,42.8
1516,PHI,11,McConnell-Stauskas-Thompson-Grant-Noel,45.6,0.97,0.93,-2,7,9,43.7
1516,PHI,12,Smith-Stauskas-Thompson-Covington-Noel,42.1,1.28,1.10,+20,5,3,62.5
1516,PHI,13,Smith-Canaan-Thompson-Covington-Noel,41.5,0.98,1.01,+13,5,4,55.5
1516,PHI,14,McConnell-Stauskas-Thompson-Grant-Okafor,40.2,0.87,1.08,-14,4,8,33.3
1516,PHI,15,Smith-Canaan-Stauskas-Grant-Noel,36.9,1.19,0.96,+26,8,5,61.5
1516,PHI,16,Smith-Stauskas-Grant-Covington-Okafor,36.1,1.27,0.97,+26,7,2,77.7
1516,PHI,17,Smith-Stauskas-Grant-Noel-Okafor,35.7,1.05,1.12,-6,2,3,40.0
1516,PHI,18,McConnell-Stauskas-Thompson-Grant-Holmes,35.1,1.23,1.18,-3,5,7,41.6
1516,PHI,19,Canaan-McConnell-Thompson-Grant-Okafor,34.6,0.84,1.27,-23,6,10,37.5
1516,PHI,20,Smith-Canaan-Sampson-Grant-Noel,32.7,1.04,0.99,+4,1,2,33.3
