Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1718,DAL,1,SmithJr.-Matthews-Barnes-Kleber-Nowitzki,266.3,1.00,1.17,-93,11,17,39.2
1718,DAL,2,Barea-Ferrell-Harris-Nowitzki-Powell,227.3,1.17,0.96,+107,21,12,63.6
1718,DAL,3,SmithJr.-Ferrell-Matthews-Barnes-Mejri,182.7,1.09,1.10,-15,13,19,40.6
1718,DAL,4,SmithJr.-Ferrell-Matthews-Barnes-Nowitzki,129.1,1.07,1.25,-25,10,9,52.6
1718,DAL,5,SmithJr.-Ferrell-Matthews-Barnes-Powell,123.7,1.18,1.05,+17,15,15,50.0
1718,DAL,6,Barea-Ferrell-McDermott-Nowitzki-Powell,94.2,1.23,1.04,+42,8,4,66.6
1718,DAL,7,Ferrell-Matthews-Barnes-Kleber-Nowitzki,66.7,1.16,1.02,+22,6,2,75.0
1718,DAL,8,SmithJr.-Ferrell-Matthews-Barnes-Kleber,65.4,0.96,1.15,-32,7,13,35.0
1718,DAL,9,Barea-SmithJr.-Matthews-Barnes-Nowitzki,63.6,1.08,1.15,+1,8,7,53.3
1718,DAL,10,Ferrell-Matthews-Barnes-Kleber-Mejri,62.8,1.12,0.97,+17,10,3,76.9
1718,DAL,11,SmithJr.-Barnes-Finney-Smith-Nowitzki-Powell,61.6,0.98,0.91,+8,2,2,50.0
1718,DAL,12,SmithJr.-Matthews-Barnes-Kleber-Mejri,55.0,1.14,1.04,+8,9,7,56.2
1718,DAL,13,Barea-Ferrell-Matthews-Barnes-Nowitzki,52.2,0.97,1.16,-9,9,7,56.2
1718,DAL,14,Barea-Ferrell-Collinsworth-Nowitzki-Powell,51.3,1.06,1.06,-3,3,5,37.5
1718,DAL,15,Barea-Harris-Matthews-Nowitzki-Powell,50.7,1.18,1.09,+8,7,9,43.7
1718,DAL,16,Barea-SmithJr.-Matthews-Barnes-Powell,49.5,1.00,1.17,-15,5,12,29.4
1718,DAL,17,SmithJr.-Matthews-Barnes-Nowitzki-Powell,47.1,1.08,1.29,-19,2,6,25.0
1718,DAL,18,SmithJr.-Matthews-Barnes-Nowitzki-Noel,46.7,0.99,1.12,-12,3,2,60.0
1718,DAL,19,Barea-Collinsworth-McDermott-Nowitzki-Powell,46.4,1.43,1.38,+6,3,4,42.8
1718,DAL,20,SmithJr.-Ferrell-Matthews-Barnes-Noel,45.7,0.82,1.20,-32,2,8,20.0
