Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
2122,NOP,1,Graham-Hart-Jones-Ingram-Valanciunas,339.8,1.16,1.05,+75,15,7,68.1
2122,NOP,2,McCollum-Jones-Ingram-Hayes-Valanciunas,139.0,1.25,1.17,+21,4,8,33.3
2122,NOP,3,Graham-Alexander-Walker-Hart-Temple-Valanciunas,133.5,1.05,1.14,-19,6,12,33.3
2122,NOP,4,Graham-McCollum-Jones-Hayes-Valanciunas,96.2,1.31,1.06,+53,4,4,50.0
2122,NOP,5,Graham-Alexander-Walker-Jones-Ingram-Valanciunas,94.3,1.09,1.05,+13,8,5,61.5
2122,NOP,6,Graham-Temple-Jones-Ingram-Valanciunas,68.4,1.09,1.13,-3,4,4,50.0
2122,NOP,7,Graham-Alexander-Walker-Hart-Jones-Valanciunas,64.4,1.35,1.18,+28,8,5,61.5
2122,NOP,8,Graham-McCollum-Jones-Ingram-Valanciunas,58.7,1.18,1.31,-8,2,6,25.0
2122,NOP,9,Graham-Hart-Temple-Jones-Hernangomez,57.0,1.06,1.18,-16,1,3,25.0
2122,NOP,10,Graham-Alexander-Walker-Hart-Ingram-Valanciunas,55.5,1.28,1.30,+1,5,5,50.0
2122,NOP,11,Graham-Hart-Jones-Ingram-Hernangomez,44.7,1.03,1.05,+1,6,4,60.0
2122,NOP,12,Graham-Jones-Ingram-Hayes-Valanciunas,39.9,1.04,1.16,-6,1,4,20.0
2122,NOP,13,Satoransky-Alexander-Walker-Hart-Ingram-Valanciunas,34.8,1.06,1.22,-12,3,2,60.0
2122,NOP,14,Satoransky-Alexander-Walker-Hart-Temple-Valanciunas,29.5,1.00,1.20,-12,3,3,50.0
2122,NOP,15,McCollum-Snell-Jones-Ingram-Valanciunas,29.2,1.38,0.94,+24,5,1,83.3
2122,NOP,16,Satoransky-Alexander-Walker-Hart-Ingram-Hernangomez,28.7,1.20,1.02,+7,2,3,40.0
2122,NOP,17,McCollum-Jones-Ingram-MurphyIII-Valanciunas,27.6,1.43,1.13,+14,2,1,66.6
2122,NOP,18,Graham-Jones-Ingram-MurphyIII-Valanciunas,27.2,1.21,1.22,+1,3,5,37.5
2122,NOP,19,Graham-Hart-Temple-Jones-Valanciunas,26.0,1.13,1.27,-7,2,2,50.0
2122,NOP,20,McCollum-Jones-Ingram-Hayes-Hernangomez,25.9,1.26,1.09,+8,1,2,33.3
