Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1213,IND,1,Hill-Stephenson-George-West-Hibbert,%1218.6,1.12,0.99,+288,45,17,72.5
1213,IND,2,Hill-Stephenson-George-T.Hansbrough-Hibbert,169.9,1.13,0.89,+83,20,8,71.4
1213,IND,3,Hill-Green-George-West-Hibbert,148.6,0.97,0.96,+2,12,7,63.1
1213,IND,4,Hill-Stephenson-George-West-Mahinmi,143.3,1.08,1.00,+11,16,14,53.3
1213,IND,5,Augustin-Stephenson-George-West-Hibbert,93.3,0.93,1.05,-17,6,9,40.0
1213,IND,6,Hill-Young-George-West-Hibbert,92.4,0.96,1.03,-20,7,17,29.1
1213,IND,7,Augustin-Johnson-George-T.Hansbrough-Mahinmi,83.5,1.04,0.98,+14,14,8,63.6
1213,IND,8,Augustin-Stephenson-Green-T.Hansbrough-Mahinmi,72.2,0.91,1.05,-20,6,8,42.8
1213,IND,9,Augustin-Green-George-T.Hansbrough-Mahinmi,65.5,1.02,0.94,+7,10,5,66.6
1213,IND,10,Augustin-Young-Green-T.Hansbrough-Mahinmi,63.1,0.95,1.05,-12,5,9,35.7
1213,IND,11,Hill-Johnson-George-T.Hansbrough-Hibbert,58.2,0.97,1.11,-10,7,10,41.1
1213,IND,12,Augustin-Stephenson-George-West-Mahinmi,50.1,1.05,0.79,+30,10,7,58.8
1213,IND,13,Hill-Green-George-T.Hansbrough-Hibbert,48.0,0.98,1.09,-12,8,12,40.0
1213,IND,14,Hill-Young-Green-T.Hansbrough-Mahinmi,43.4,0.89,0.91,+1,8,3,72.7
1213,IND,15,Hill-Stephenson-Young-West-Hibbert,33.8,1.27,0.95,+18,8,5,61.5
1213,IND,16,Augustin-Green-George-T.Hansbrough-Hibbert,33.4,1.08,0.89,+12,6,1,85.7
1213,IND,17,Augustin-Johnson-George-T.Hansbrough-Hibbert,31.4,0.87,1.20,-23,4,11,26.6
1213,IND,18,Augustin-Green-George-West-Mahinmi,30.8,0.93,1.03,-8,4,6,40.0
1213,IND,19,Hill-Stephenson-George-West-T.Hansbrough,30.0,1.43,1.23,+8,5,5,50.0
1213,IND,20,Hill-Stephenson-Green-T.Hansbrough-Hibbert,29.8,1.12,1.00,+7,5,6,45.4
