Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1819,PHI,1,Simmons-Redick-Butler-Chandler-Embiid,289.9,1.19,1.06,+82,15,8,65.2
1819,PHI,2,Simmons-Redick-Butler-Harris-Embiid,157.6,1.25,1.05,+75,9,1,90.0
1819,PHI,3,Simmons-Redick-Covington-Saric-Embiid,102.9,1.05,1.02,+5,4,6,40.0
1819,PHI,4,McConnell-Shamet-Simmons-Butler-Muscala,81.3,1.18,1.03,+26,10,7,58.8
1819,PHI,5,Simmons-Redick-Butler-Harris-Bolden,80.3,1.15,1.07,+9,4,4,50.0
1819,PHI,6,Shamet-Simmons-Butler-Chandler-Muscala,67.0,1.18,0.98,+22,9,9,50.0
1819,PHI,7,McConnell-Butler-Harris-Scott-Marjanovic,65.0,1.19,1.06,+23,4,3,57.1
1819,PHI,8,Fultz-Simmons-Covington-Saric-Embiid,63.7,1.08,1.09,-1,5,6,45.4
1819,PHI,9,McConnell-Redick-Korkmaz-Muscala-Embiid,61.9,1.22,1.03,+25,6,6,50.0
1819,PHI,10,Simmons-Redick-Butler-Muscala-Embiid,61.2,1.23,1.04,+24,8,5,61.5
1819,PHI,11,Shamet-Simmons-Butler-Muscala-Embiid,58.5,1.02,1.22,-19,3,7,30.0
1819,PHI,12,Simmons-Redick-Butler-Harris-Johnson,46.5,1.11,1.10,+5,3,4,42.8
1819,PHI,13,Shamet-Simmons-Butler-Chandler-Embiid,41.6,1.05,1.47,-42,3,11,21.4
1819,PHI,14,Simmons-Redick-Butler-Harris-Marjanovic,38.7,1.03,1.16,-13,1,4,20.0
1819,PHI,15,Simmons-Redick-Harris-Scott-Embiid,38.5,1.03,1.12,-4,1,2,33.3
1819,PHI,16,Simmons-Redick-Butler-Harris-Scott,38.4,0.99,1.00,+9,5,2,71.4
1819,PHI,17,Simmons-Redick-Korkmaz-Chandler-Embiid,35.3,1.47,1.08,+36,5,1,83.3
1819,PHI,18,McConnell-Shamet-Simmons-Redick-Embiid,34.4,1.10,1.06,+4,3,2,60.0
1819,PHI,19,McConnell-Shamet-Simmons-Butler-Bolden,33.1,1.28,1.04,+18,5,1,83.3
1819,PHI,20,Simmons-Redick-EnnisIII-Scott-Embiid,32.0,1.20,1.13,+6,3,2,60.0
