Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0708,SAS,1,Parker-Finley-Bowen-Oberto-Duncan,420,1.08,1.04,+25,23,21,52.2
0708,SAS,2,Parker-Ginobili-Finley-Bowen-Duncan,167,1.16,1.05,+30,19,11,63.3
0708,SAS,3,Parker-Ginobili-Bowen-Oberto-Duncan,143,1.08,1.03,+14,19,13,59.3
0708,SAS,4,Parker-Ginobili-Bowen-Thomas-Duncan,111,1.09,0.99,+36,9,4,69.2
0708,SAS,5,Parker-Finley-Bowen-Horry-Duncan,77,1.01,0.98,+4,6,5,54.5
0708,SAS,6,Vaughn-Ginobili-Bowen-Oberto-Duncan,75,0.85,1.00,-20,4,9,30.7
0708,SAS,7,Parker-Finley-Bowen-Udoka-Duncan,73,1.04,1.09,-3,6,10,37.5
0708,SAS,8,Parker-Finley-Bowen-Bonner-Duncan,69,0.96,1.02,-13,7,9,43.7
0708,SAS,9,Parker-Ginobili-Finley-Udoka-Duncan,60,1.16,1.14,+9,8,10,44.4
0708,SAS,10,Parker-Ginobili-Bowen-Bonner-Duncan,56,1.23,0.79,+51,10,2,83.3
0708,SAS,11,Parker-Ginobili-Bowen-Horry-Duncan,51,0.98,0.98,-1,8,6,57.1
0708,SAS,12,Parker-Ginobili-Bowen-Duncan-Elson,50,1.10,1.03,+4,5,5,50.0
0708,SAS,13,Parker-Finley-Bowen-Thomas-Duncan,50,0.89,0.94,-7,5,6,45.4
0708,SAS,14,Parker-Ginobili-Bowen-Udoka-Duncan,38,1.18,1.09,+11,4,8,33.3
0708,SAS,15,Parker-Ginobili-Barry-Finley-Duncan,35,1.25,0.94,+19,5,3,62.5
0708,SAS,16,Vaughn-Ginobili-Finley-Udoka-Duncan,35,0.97,0.80,+10,5,2,71.4
0708,SAS,17,Stoudamire-Ginobili-Bowen-Oberto-Duncan,35,1.07,1.06,-3,2,2,50.0
0708,SAS,18,Vaughn-Ginobili-Finley-Bowen-Duncan,27,1.38,1.08,+18,7,2,77.7
0708,SAS,19,Parker-Ginobili-Barry-Bowen-Duncan,26,1.21,1.16,+3,2,4,33.3
0708,SAS,20,Parker-Ginobili-Finley-Oberto-Duncan,26,1.19,0.99,+8,6,4,60.0
