Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0708,NJN,1,Kidd-Carter-Jefferson-Boone-S.Williams,344,1.04,1.08,-37,10,14,41.6
0708,NJN,2,Harris-Carter-Jefferson-Boone-Krstic,212,1.08,1.06,+4,5,9,35.7
0708,NJN,3,Kidd-Wright-Carter-Jefferson-Boone,126,1.11,1.17,-11,7,13,35.0
0708,NJN,4,Kidd-Carter-Jefferson-Allen-Collins,117,1.10,1.07,+2,7,9,43.7
0708,NJN,5,Kidd-Carter-Jefferson-Nachbar-Boone,98,1.02,1.09,-15,7,13,35.0
0708,NJN,6,Harris-Carter-Jefferson-Nachbar-Boone,84,1.14,1.31,-30,4,7,36.3
0708,NJN,7,M.Williams-Carter-Jefferson-Boone-Krstic,81,1.02,1.08,-11,4,5,44.4
0708,NJN,8,Kidd-Wright-Carter-Jefferson-Collins,79,1.08,1.04,-3,6,7,46.1
0708,NJN,9,Kidd-Carter-Jefferson-Allen-Boone,73,1.14,1.07,+11,6,5,54.5
0708,NJN,10,Harris-Carter-Jefferson-Krstic-Diop,67,1.14,1.10,+7,5,2,71.4
0708,NJN,11,Kidd-Carter-Jefferson-Collins-Krstic,65,0.85,1.15,-40,1,5,16.6
0708,NJN,12,Kidd-Wright-Carter-Jefferson-S.Williams,48,1.01,1.02,-3,3,8,27.2
0708,NJN,13,Kidd-Carter-Jefferson-Nachbar-S.Williams,46,1.06,1.27,-13,4,7,36.3
0708,NJN,14,Harris-Carter-Jefferson-Boone-S.Williams,46,1.20,1.08,+10,4,1,80.0
0708,NJN,15,M.Williams-Carter-Jefferson-Nachbar-Boone,45,1.18,1.23,-1,5,4,55.5
0708,NJN,16,Kidd-Carter-Jefferson-Boone-Krstic,41,0.99,0.75,+21,3,1,75.0
0708,NJN,17,Kidd-Wright-Jefferson-Allen-Collins,41,1.05,1.21,-17,1,7,12.5
0708,NJN,18,Kidd-Wright-Jefferson-Nachbar-S.Williams,35,1.02,1.19,-10,4,8,33.3
0708,NJN,19,Kidd-Carter-Jefferson-Boone-Collins,34,0.95,0.85,+11,5,1,83.3
0708,NJN,20,Kidd-Carter-Jefferson-Allen-S.Williams,33,1.06,1.41,-16,3,9,25.0
