Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0809,CHA,1,Felton-Bell-Wallace-Diaw-Okafor,809,1.09,1.01,+120,24,14,63.1
0809,CHA,2,Augustin-Felton-Wallace-Diaw-Okafor,196,1.18,1.08,+38,15,10,60.0
0809,CHA,3,Felton-Richardson-Dudley-Wallace-Okafor,104,1.04,1.07,-10,4,5,44.4
0809,CHA,4,Felton-Richardson-Wallace-May-Okafor,100,0.99,1.08,-15,4,2,66.6
0809,CHA,5,Felton-Bell-Morrison-Diaw-Okafor,76,1.01,1.18,-29,2,7,22.2
0809,CHA,6,Felton-Carroll-Wallace-Diaw-Okafor,65,0.80,1.08,-33,0,7,0.0
0809,CHA,7,Augustin-Felton-Radmanovic-Diaw-Okafor,54,1.16,1.00,+24,8,3,72.7
0809,CHA,8,Augustin-Felton-Richardson-Wallace-Okafor,53,1.12,1.15,-2,4,7,36.3
0809,CHA,9,Felton-Bell-Wallace-Diaw-Diop,51,1.14,0.93,+20,9,4,69.2
0809,CHA,10,Augustin-Bell-Wallace-Diaw-Okafor,42,1.13,1.10,-1,4,5,44.4
0809,CHA,11,Augustin-Bell-Wallace-Radmanovic-Diop,42,1.04,1.36,-28,2,9,18.1
0809,CHA,12,Augustin-Felton-Morrison-Wallace-Okafor,40,1.13,1.21,-10,4,6,40.0
0809,CHA,13,Augustin-Felton-Howard-Diaw-Okafor,38,1.01,1.13,-9,1,2,33.3
0809,CHA,14,Felton-Wallace-Radmanovic-Diaw-Okafor,37,1.05,1.13,-10,1,2,33.3
0809,CHA,15,Augustin-Felton-Wallace-Ajinca-Okafor,36,0.95,0.92,+3,1,3,25.0
0809,CHA,16,Felton-Bell-Wallace-Radmanovic-Okafor,35,1.13,0.97,+14,4,5,44.4
0809,CHA,17,Felton-Carroll-Wallace-May-Okafor,31,0.75,1.05,-17,0,2,0.0
0809,CHA,18,Felton-Bell-Radmanovic-Diaw-Okafor,31,1.02,1.22,-5,4,4,50.0
0809,CHA,19,Augustin-Felton-Carroll-Diaw-Okafor,30,1.22,1.14,+2,2,2,50.0
0809,CHA,20,Felton-Bell-Wallace-Radmanovic-Diaw,30,0.96,0.88,+6,5,2,71.4
