Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1516,CHA,1,Walker-Lee-Batum-Williams-Zeller,406.7,1.17,1.07,+85,15,6,71.4
1516,CHA,2,Walker-Hairston-Batum-Williams-Zeller,258.7,1.10,1.12,-13,9,12,42.8
1516,CHA,3,Walker-Hairston-Batum-Williams-Jefferson,161.6,1.12,1.03,+31,9,5,64.2
1516,CHA,4,Walker-Lin-Batum-Williams-Zeller,128.8,1.14,1.05,+16,13,14,48.1
1516,CHA,5,Lin-Lamb-Williams-Hawes-Kaminsky,92.3,1.19,0.96,+48,15,4,78.9
1516,CHA,6,Walker-Lin-Batum-Williams-Jefferson,90.6,1.21,0.89,+63,12,7,63.1
1516,CHA,7,Walker-Lee-Batum-Williams-Jefferson,80.3,1.24,1.11,+18,10,9,52.6
1516,CHA,8,Walker-Lin-Hairston-Williams-Zeller,77.9,1.01,1.27,-43,2,6,25.0
1516,CHA,9,Walker-Lin-Lamb-Kaminsky-Jefferson,77.5,1.08,0.95,+16,7,8,46.6
1516,CHA,10,Walker-Lin-Lamb-Hawes-Kaminsky,74.0,1.04,0.93,+18,9,11,45.0
1516,CHA,11,Walker-Kidd-Gilchrist-Batum-Williams-Zeller,70.9,1.22,0.97,+36,4,0,100
1516,CHA,12,Walker-Lin-Batum-Zeller-Kaminsky,69.8,1.15,1.04,+19,8,8,50.0
1516,CHA,13,Walker-Lin-Hairston-Williams-Hawes,67.6,1.14,1.04,+10,5,2,71.4
1516,CHA,14,Walker-Lamb-Batum-Williams-Jefferson,66.9,1.05,1.00,+4,3,6,33.3
1516,CHA,15,Lin-Lamb-Batum-Hawes-Kaminsky,60.9,0.95,0.85,+10,6,6,50.0
1516,CHA,16,Lin-Lamb-Batum-Kaminsky-Jefferson,55.4,0.94,1.16,-27,2,11,15.3
1516,CHA,17,Lin-Lamb-Williams-Zeller-Hawes,50.0,0.99,0.97,+0,5,4,55.5
1516,CHA,18,Walker-Lin-Batum-Kaminsky-Jefferson,48.1,1.00,0.94,+5,8,8,50.0
1516,CHA,19,Walker-Lamb-Batum-Williams-Zeller,44.8,1.08,0.99,+12,8,3,72.7
1516,CHA,20,Walker-Hairston-Batum-Zeller-Jefferson,40.0,0.96,1.21,-25,3,6,33.3
