Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0809,WAS,1,James-Butler-McGuire-Jamison-Blatche,281,1.09,1.18,-40,8,15,34.7
0809,WAS,2,James-Butler-McGuire-Jamison-Songaila,255,1.08,1.10,+4,10,13,43.4
0809,WAS,3,James-McGuire-Jamison-Blatche-Songaila,108,1.03,1.13,-22,3,4,42.8
0809,WAS,4,Brown-Stevenson-Butler-Jamison-McGee,95,1.09,1.22,-32,4,8,33.3
0809,WAS,5,James-Young-McGuire-Jamison-Blatche,92,0.95,1.02,-6,5,7,41.6
0809,WAS,6,James-Stevenson-Butler-Jamison-Blatche,76,0.92,1.05,-18,4,3,57.1
0809,WAS,7,Daniels-Stevenson-Butler-Jamison-Thomas,66,1.03,1.35,-35,2,4,33.3
0809,WAS,8,James-Young-Butler-Jamison-Songaila,62,1.09,0.99,+24,10,8,55.5
0809,WAS,9,Crittenton-Butler-McGuire-Jamison-Haywood,61,0.90,1.08,-20,1,2,33.3
0809,WAS,10,Crittenton-Young-McGuire-McGee-Pecherov,60,1.12,1.14,+3,6,7,46.1
0809,WAS,11,Crittenton-Butler-McGuire-Jamison-Blatche,60,1.14,1.22,-15,6,4,60.0
0809,WAS,12,Dixon-Stevenson-Butler-Jamison-Blatche,54,1.07,1.06,+10,3,3,50.0
0809,WAS,13,Daniels-Stevenson-Butler-Jamison-Blatche,46,0.99,1.22,-18,3,4,42.8
0809,WAS,14,James-Young-Butler-Jamison-Blatche,46,1.17,1.23,-4,8,5,61.5
0809,WAS,15,James-Young-McGuire-Jamison-Songaila,45,0.86,1.19,-29,4,8,33.3
0809,WAS,16,Crittenton-Young-McGuire-Jamison-McGee,43,0.83,1.31,-42,4,14,22.2
0809,WAS,17,Crittenton-Butler-McGuire-Jamison-Songaila,41,1.09,1.18,+0,4,4,50.0
0809,WAS,18,James-Butler-McGuire-Jamison-McGee,39,0.93,1.39,-40,2,7,22.2
0809,WAS,19,Dixon-Young-Butler-Jamison-McGee,38,1.11,1.24,-14,3,5,37.5
0809,WAS,20,Dixon-Stevenson-Butler-Jamison-Thomas,33,0.78,1.22,-30,0,3,0.0
