Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
2122,ATL,1,Young-Bogdanovic-Hunter-Collins-Capela,243.2,1.20,1.15,+30,10,5,66.6
2122,ATL,2,Young-Huerter-Hunter-Gallinari-Capela,235.7,1.20,1.20,-5,13,7,65.0
2122,ATL,3,Young-Huerter-Hunter-Collins-Capela,176.8,1.17,1.16,+11,8,4,66.6
2122,ATL,4,Young-Huerter-Bogdanovic-Collins-Capela,161.5,1.31,1.02,+101,11,2,84.6
2122,ATL,5,Young-Huerter-Luwawu-Cabarrot-Collins-Capela,145.8,1.21,1.13,+31,6,4,60.0
2122,ATL,6,Young-Huerter-Bogdanovic-Hunter-Capela,131.1,1.22,1.15,+25,11,10,52.3
2122,ATL,7,L.Williams-Wright-Bogdanovic-Gallinari-Okongwu,115.4,1.23,1.01,+49,9,4,69.2
2122,ATL,8,Young-Huerter-Luwawu-Cabarrot-Hunter-Capela,92.5,1.21,1.19,-2,2,4,33.3
2122,ATL,9,Young-Huerter-Bogdanovic-Gallinari-Capela,79.0,1.18,1.20,-2,7,8,46.6
2122,ATL,10,Wright-Huerter-Bogdanovic-Gallinari-Okongwu,72.1,1.17,1.08,+13,6,3,66.6
2122,ATL,11,L.Williams-Wright-Reddish-Gallinari-Capela,71.6,1.15,1.06,+18,4,3,57.1
2122,ATL,12,Young-Huerter-Hunter-Collins-Okongwu,61.5,1.16,1.21,-6,2,3,40.0
2122,ATL,13,Young-Wright-Bogdanovic-Gallinari-Okongwu,53.1,1.32,1.10,+24,8,9,47.0
2122,ATL,14,Young-Huerter-Luwawu-Cabarrot-Gallinari-Capela,44.1,1.27,1.20,+7,6,3,66.6
2122,ATL,15,L.Williams-Wright-Bogdanovic-Hunter-Okongwu,43.7,1.10,1.32,-16,4,4,50.0
2122,ATL,16,Young-Wright-Bogdanovic-Hunter-Okongwu,40.1,1.27,0.93,+25,8,4,66.6
2122,ATL,17,Young-Bogdanovic-Hunter-Gallinari-Capela,39.9,1.14,1.13,+1,7,6,53.8
2122,ATL,18,Young-Huerter-Bogdanovic-Gallinari-Collins,39.3,1.16,1.32,-14,5,9,35.7
2122,ATL,19,Young-Huerter-Hunter-Gallinari-Collins,37.9,1.25,1.24,-2,5,7,41.6
2122,ATL,20,Young-Huerter-Reddish-Gallinari-Collins,36.8,1.38,1.13,+17,7,4,63.6
