Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
2122,MIL,1,Holiday-Allen-Middleton-Antetokounmpo-Portis,331.7,1.21,1.11,+76,22,13,62.8
2122,MIL,2,Holiday-Matthews-Middleton-Antetokounmpo-B.Lopez,62.5,1.13,1.08,+9,3,4,42.8
2122,MIL,3,Hill-Allen-Middleton-Antetokounmpo-Portis,58.6,1.17,0.98,+30,8,5,61.5
2122,MIL,4,Hill-Allen-Connaughton-Middleton-Antetokounmpo,56.5,1.12,1.22,-17,3,5,37.5
2122,MIL,5,Holiday-Connaughton-Middleton-Antetokounmpo-Portis,55.6,1.24,1.11,+23,7,7,50.0
2122,MIL,6,Holiday-Allen-Connaughton-Middleton-Portis,55.5,1.14,1.13,+1,6,7,46.1
2122,MIL,7,Holiday-Allen-Connaughton-Middleton-Antetokounmpo,51.8,1.32,1.12,+24,10,8,55.5
2122,MIL,8,Holiday-Allen-Connaughton-Antetokounmpo-Portis,48.9,1.14,1.17,-5,8,8,50.0
2122,MIL,9,Matthews-Nwora-Middleton-Antetokounmpo-Portis,46.9,1.44,1.21,+30,3,0,100
2122,MIL,10,Holiday-Matthews-Middleton-Antetokounmpo-Portis,46.0,1.32,0.87,+46,9,1,90.0
2122,MIL,11,Hill-Holiday-Allen-Antetokounmpo-Portis,41.9,1.13,1.03,+5,5,5,50.0
2122,MIL,12,Hill-Holiday-Allen-Connaughton-Antetokounmpo,41.3,1.53,0.71,+68,12,1,92.3
2122,MIL,13,Hill-Allen-Connaughton-Middleton-Portis,35.8,0.87,1.08,-15,7,6,53.8
2122,MIL,14,Holiday-Nwora-Middleton-Antetokounmpo-Portis,29.1,1.44,1.42,-2,2,2,50.0
2122,MIL,15,Hill-Allen-Connaughton-T.Antetokounmpo-Antetokounmpo,28.7,1.18,1.12,+3,2,1,66.6
2122,MIL,16,Matthews-Allen-Middleton-Antetokounmpo-Portis,28.2,1.16,0.92,+17,3,1,75.0
2122,MIL,17,Holiday-DiVincenzo-Connaughton-Middleton-Portis,27.4,1.27,1.39,-6,2,4,33.3
2122,MIL,18,Hill-Holiday-Connaughton-Antetokounmpo-Portis,25.5,1.30,0.90,+23,9,4,69.2
2122,MIL,19,Hill-Holiday-Connaughton-Middleton-Portis,24.0,1.47,1.26,+8,5,3,62.5
2122,MIL,20,Holiday-DiVincenzo-Matthews-Connaughton-Antetokounmpo,21.9,1.23,1.26,+0,2,1,66.6
