Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1718,DET,1,Jackson-Bradley-Johnson-Harris-Drummond,386.1,1.10,1.17,-65,9,15,37.5
1718,DET,2,Smith-Bullock-Johnson-Griffin-Drummond,251.6,1.06,0.99,+41,13,8,61.9
1718,DET,3,Smith-Bullock-EnnisIII-Griffin-Drummond,163.1,1.04,1.20,-50,4,10,28.5
1718,DET,4,Smith-Bradley-Bullock-Harris-Drummond,150.7,1.05,1.20,-44,3,9,25.0
1718,DET,5,Jackson-Bradley-Bullock-Harris-Drummond,96.7,1.03,1.13,-15,4,3,57.1
1718,DET,6,Smith-Bullock-Johnson-Tolliver-Drummond,74.4,1.17,1.17,+3,7,7,50.0
1718,DET,7,Jackson-Bullock-Johnson-Tolliver-Drummond,68.7,1.09,1.09,+1,4,3,57.1
1718,DET,8,Jackson-Bradley-Harris-Tolliver-Drummond,66.2,1.05,1.09,-6,4,7,36.3
1718,DET,9,Smith-Galloway-Kennard-Tolliver-Moreland,63.9,1.07,1.10,-4,4,7,36.3
1718,DET,10,Smith-Kennard-Johnson-Tolliver-Drummond,49.1,1.32,1.17,+21,8,6,57.1
1718,DET,11,Smith-Bradley-Johnson-Harris-Drummond,48.6,0.99,1.24,-21,5,10,33.3
1718,DET,12,Smith-Kennard-Bullock-Griffin-Drummond,47.7,1.13,1.03,+8,3,2,60.0
1718,DET,13,Smith-Bradley-Harris-Tolliver-Drummond,45.6,1.00,1.21,-18,5,4,55.5
1718,DET,14,Smith-Bullock-Harris-Tolliver-Drummond,42.0,0.94,1.11,-15,2,1,66.6
1718,DET,15,Jackson-Kennard-Johnson-Tolliver-Drummond,39.9,0.97,1.02,-8,0,3,0.0
1718,DET,16,Jackson-Kennard-Johnson-Tolliver-Moreland,38.9,1.13,1.19,+0,3,2,60.0
1718,DET,17,Smith-Bradley-Bullock-Harris-Moreland,33.3,0.97,1.27,-21,1,4,20.0
1718,DET,18,Smith-Galloway-Johnson-Tolliver-Moreland,32.9,1.23,0.84,+25,5,4,55.5
1718,DET,19,Galloway-Kennard-Johnson-Tolliver-Drummond,32.9,0.94,1.37,-28,2,5,28.5
1718,DET,20,Smith-Kennard-Bullock-Harris-Drummond,32.3,1.09,1.03,+8,4,2,66.6
