Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1011,MEM,1,Conley-Allen-Young-Randolph-Gasol,403.8,1.11,1.00,+64,18,14,56.2
1011,MEM,2,Conley-Mayo-Gay-Randolph-Gasol,333.0,1.12,1.13,+34,16,14,53.3
1011,MEM,3,Conley-Young-Gay-Randolph-Gasol,303.7,1.07,0.98,+60,13,10,56.5
1011,MEM,4,Conley-Henry-Gay-Randolph-Gasol,234.7,1.06,1.08,-6,9,12,42.8
1011,MEM,5,Conley-Allen-Gay-Randolph-Gasol,183.6,1.09,1.05,+8,11,16,40.7
1011,MEM,6,Conley-Mayo-Gay-Arthur-Gasol,133.4,1.09,0.93,+42,10,9,52.6
1011,MEM,7,Conley-Mayo-Allen-Randolph-Gasol,78.8,1.13,1.20,-11,10,11,47.6
1011,MEM,8,Mayo-Vasquez-Gay-Arthur-Randolph,71.4,1.12,0.94,+25,11,7,61.1
1011,MEM,9,Conley-Mayo-Gay-Arthur-Randolph,70.2,1.12,1.17,-11,5,14,26.3
1011,MEM,10,Conley-Mayo-Young-Randolph-Gasol,61.9,1.06,1.15,-6,7,10,41.1
1011,MEM,11,Conley-Allen-Young-Arthur-Randolph,53.6,1.06,1.00,+0,8,8,50.0
1011,MEM,12,Conley-Allen-Battier-Randolph-Gasol,50.0,1.15,1.10,-2,5,6,45.4
1011,MEM,13,Conley-Allen-Gay-Arthur-Randolph,44.2,1.08,0.90,+7,7,6,53.8
1011,MEM,14,Mayo-Vasquez-Gay-Arthur-Gasol,43.0,0.98,1.14,-11,8,7,53.3
1011,MEM,15,Conley-Mayo-Battier-Arthur-Randolph,41.5,1.32,0.90,+33,9,2,81.8
1011,MEM,16,Mayo-Allen-Vasquez-Arthur-Gasol,38.7,1.08,1.04,+3,5,6,45.4
1011,MEM,17,Conley-Young-Gay-Arthur-Gasol,38.6,1.11,1.11,+1,4,1,80.0
1011,MEM,18,Mayo-Vasquez-Gay-Arthur-Thabeet,35.4,0.81,1.08,-20,4,6,40.0
1011,MEM,19,Mayo-Vasquez-Battier-Arthur-Powe,35.2,1.14,0.94,+7,4,3,57.1
1011,MEM,20,Conley-Mayo-Gay-Randolph-Thabeet,32.3,1.24,0.97,+17,8,4,66.6
