Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1718,SAC,1,Fox-Bogdanovic-Jackson-Randolph-Cauley-Stein,171.6,1.06,1.14,-23,6,7,46.1
1718,SAC,2,Hill-Temple-Bogdanovic-Randolph-Cauley-Stein,141.2,1.07,1.23,-39,3,9,25.0
1718,SAC,3,Fox-Hill-Temple-Labissiere-Randolph,132.2,1.02,1.14,-29,2,9,18.1
1718,SAC,4,Fox-Bogdanovic-Jackson-Labissiere-Cauley-Stein,106.7,0.99,1.17,-40,3,7,30.0
1718,SAC,5,Mason-Hield-Bogdanovic-Cauley-Stein-Koufos,90.0,1.10,1.01,+7,6,6,50.0
1718,SAC,6,Fox-Hield-Bogdanovic-Labissiere-Cauley-Stein,80.3,1.09,1.08,+8,7,4,63.6
1718,SAC,7,Fox-Bogdanovic-Jackson-Randolph-Koufos,70.1,0.99,1.12,-14,3,4,42.8
1718,SAC,8,Hill-Hield-Jackson-Randolph-Cauley-Stein,59.0,0.86,1.05,-20,2,2,50.0
1718,SAC,9,Fox-Temple-Bogdanovic-Randolph-Cauley-Stein,54.3,1.16,1.23,-6,7,4,63.6
1718,SAC,10,Fox-Hield-Jackson-Labissiere-Koufos,53.7,0.95,1.22,-30,1,5,16.6
1718,SAC,11,Mason-Hield-Bogdanovic-Carter-Koufos,49.1,0.96,1.01,-4,2,4,33.3
1718,SAC,12,Fox-Hield-Bogdanovic-Randolph-Cauley-Stein,46.4,1.07,1.21,-9,3,7,30.0
1718,SAC,13,Fox-Bogdanovic-Jackson-Sampson-Cauley-Stein,43.8,0.93,0.87,+8,3,3,50.0
1718,SAC,14,Fox-Hill-Temple-Randolph-Cauley-Stein,43.6,1.10,0.96,+10,6,4,60.0
1718,SAC,15,Hield-Temple-Bogdanovic-Carter-Koufos,38.4,1.08,1.09,-4,3,3,50.0
1718,SAC,16,Fox-Temple-Bogdanovic-Labissiere-Koufos,36.4,1.21,1.13,+5,2,3,40.0
1718,SAC,17,Hill-Hield-Temple-Randolph-Cauley-Stein,34.8,1.16,1.00,+12,3,1,75.0
1718,SAC,18,Hill-Hield-Bogdanovic-Randolph-Cauley-Stein,33.1,0.90,1.13,-21,2,5,28.5
1718,SAC,19,Fox-Hill-Temple-Sampson-Randolph,30.9,0.93,1.02,-5,1,2,33.3
1718,SAC,20,Fox-Hill-Bogdanovic-Randolph-Cauley-Stein,28.6,0.93,1.31,-18,1,6,14.2
