Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1718,MIA,1,Dragic-T.Johnson-Richardson-J.Johnson-Whiteside,199.7,1.06,1.05,-4,9,16,36.0
1718,MIA,2,Ellington-Richardson-Winslow-Olynyk-Adebayo,142.6,1.15,0.93,+59,9,5,64.2
1718,MIA,3,Dragic-Waiters-Richardson-Winslow-Whiteside,122.3,0.96,0.92,+11,7,3,70.0
1718,MIA,4,Dragic-T.Johnson-Richardson-Winslow-Whiteside,85.3,1.12,1.08,+10,7,5,58.3
1718,MIA,5,Dragic-T.Johnson-Richardson-J.Johnson-Adebayo,85.0,1.09,1.07,-2,5,6,45.4
1718,MIA,6,T.Johnson-Ellington-Richardson-J.Johnson-Olynyk,81.5,1.09,1.02,+10,9,9,50.0
1718,MIA,7,Dragic-Waiters-Richardson-J.Johnson-Adebayo,75.4,0.91,1.01,-18,5,6,45.4
1718,MIA,8,Dragic-T.Johnson-Richardson-Olynyk-Whiteside,72.8,1.12,1.13,+1,4,2,66.6
1718,MIA,9,Dragic-Ellington-Richardson-J.Johnson-Olynyk,71.9,1.34,1.08,+47,10,4,71.4
1718,MIA,10,Dragic-T.Johnson-Ellington-J.Johnson-Olynyk,71.1,1.17,1.16,+13,12,10,54.5
1718,MIA,11,Wade-Ellington-Richardson-Winslow-Olynyk,66.1,0.84,1.18,-40,3,5,37.5
1718,MIA,12,Dragic-Waiters-Richardson-J.Johnson-Olynyk,61.0,0.99,1.08,-9,4,5,44.4
1718,MIA,13,T.Johnson-Ellington-Richardson-Winslow-Olynyk,56.9,1.06,0.92,+13,6,4,60.0
1718,MIA,14,T.Johnson-Ellington-Waiters-J.Johnson-Olynyk,53.5,1.19,0.99,+23,7,5,58.3
1718,MIA,15,Dragic-T.Johnson-Ellington-J.Johnson-Adebayo,47.4,1.05,1.20,-15,6,9,40.0
1718,MIA,16,T.Johnson-Ellington-Richardson-Olynyk-Adebayo,47.2,1.31,1.00,+28,6,3,66.6
1718,MIA,17,Dragic-T.Johnson-Richardson-J.Johnson-Olynyk,47.0,1.31,0.91,+31,10,5,66.6
1718,MIA,18,Wade-Ellington-Richardson-J.Johnson-Adebayo,46.4,1.12,1.11,+2,2,4,33.3
1718,MIA,19,Dragic-Waiters-Richardson-Winslow-Adebayo,41.2,0.88,1.29,-40,1,4,20.0
1718,MIA,20,Dragic-T.Johnson-Ellington-J.Johnson-Whiteside,37.1,1.04,0.92,+15,7,6,53.8
