Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1718,NOP,1,Rondo-Holiday-Moore-Davis-Cousins,400.1,1.09,1.11,-3,13,13,50.0
1718,NOP,2,Rondo-Holiday-Moore-Mirotic-Davis,201.7,1.18,0.99,+87,14,5,73.6
1718,NOP,3,Holiday-Moore-Cunningham-Davis-Cousins,185.6,1.07,1.02,+23,5,5,50.0
1718,NOP,4,Rondo-Holiday-Moore-Davis-Okafor,154.0,1.12,1.06,+21,7,7,50.0
1718,NOP,5,Rondo-Holiday-Moore-Cunningham-Davis,92.6,1.00,0.97,-1,6,9,40.0
1718,NOP,6,Rondo-Holiday-Moore-Cunningham-Cousins,84.9,1.08,1.20,-24,3,8,27.2
1718,NOP,7,Nelson-Holiday-Moore-Davis-Cousins,79.1,0.98,1.06,-12,5,8,38.4
1718,NOP,8,Holiday-Clark-Moore-Davis-Cousins,68.7,1.21,0.95,+43,9,4,69.2
1718,NOP,9,Holiday-Clark-Miller-Mirotic-Davis,65.5,1.20,1.18,-3,5,9,35.7
1718,NOP,10,Nelson-Clark-Miller-Cunningham-Cousins,62.0,1.17,0.85,+41,7,5,58.3
1718,NOP,11,Holiday-Clark-Moore-Miller-Davis,61.4,1.17,1.07,+14,8,7,53.3
1718,NOP,12,Holiday-Moore-Miller-Davis-Cousins,57.6,1.26,0.86,+52,10,4,71.4
1718,NOP,13,Rondo-Holiday-Moore-Miller-Cousins,52.8,1.21,1.43,-25,2,5,28.5
1718,NOP,14,Holiday-Moore-Miller-Mirotic-Davis,50.2,1.05,1.09,+0,9,8,52.9
1718,NOP,15,Rondo-Holiday-Moore-Miller-Davis,46.8,1.21,1.07,+17,9,5,64.2
1718,NOP,16,Holiday-Clark-Miller-Cunningham-Cousins,42.9,1.18,1.00,+14,7,5,58.3
1718,NOP,17,Holiday-Clark-Moore-Mirotic-Davis,42.5,1.31,0.80,+50,10,1,90.9
1718,NOP,18,Nelson-Holiday-Miller-Cunningham-Davis,41.3,1.45,1.14,+17,6,5,54.5
1718,NOP,19,Rondo-Clark-Miller-Mirotic-Diallo,40.1,0.99,1.16,-13,2,6,25.0
1718,NOP,20,Holiday-Clark-Miller-Cunningham-Davis,39.4,1.13,1.07,-1,8,5,61.5
