Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1314,MIA,1,Chalmers-Wade-Battier-James-Bosh,429.3,1.13,1.07,+46,19,15,55.8
1314,MIA,2,Chalmers-Allen-Battier-James-Bosh,194.4,1.20,1.08,+50,22,15,59.4
1314,MIA,3,Cole-Wade-Allen-Lewis-Andersen,96.6,1.10,1.04,+9,7,5,58.3
1314,MIA,4,Cole-Allen-Battier-James-Andersen,92.7,1.01,1.02,-4,14,11,56.0
1314,MIA,5,Cole-Allen-James-Lewis-Andersen,85.9,1.03,1.09,-12,12,10,54.5
1314,MIA,6,Chalmers-Douglas-James-Haslem-Bosh,84.0,1.10,0.96,+23,5,3,62.5
1314,MIA,7,Cole-Wade-Allen-Beasley-Andersen,80.8,1.07,1.03,+3,6,9,40.0
1314,MIA,8,Chalmers-Douglas-Battier-James-Bosh,80.8,1.22,1.14,+8,4,3,57.1
1314,MIA,9,Cole-Allen-James-Beasley-Andersen,77.1,1.28,1.12,+24,10,9,52.6
1314,MIA,10,Chalmers-Wade-James-Haslem-Bosh,67.6,0.88,1.02,-18,1,5,16.6
1314,MIA,11,Chalmers-Wade-Allen-James-Bosh,66.0,1.23,1.00,+43,13,6,68.4
1314,MIA,12,Cole-Wade-Allen-Bosh-Andersen,62.9,1.03,1.10,-6,7,11,38.8
1314,MIA,13,Chalmers-Wade-James-Lewis-Bosh,61.1,1.18,0.95,+23,6,4,60.0
1314,MIA,14,Cole-Wade-Battier-James-Bosh,59.9,1.10,1.03,+6,7,3,70.0
1314,MIA,15,Cole-Wade-Allen-Battier-Andersen,57.2,1.24,1.02,+20,8,3,72.7
1314,MIA,16,Cole-Wade-James-Lewis-Bosh,53.2,1.15,0.95,+15,7,3,70.0
1314,MIA,17,Chalmers-Wade-James-Bosh-Oden,51.0,0.92,1.03,-13,5,4,55.5
1314,MIA,18,Cole-Wade-Allen-James-Bosh,48.1,1.17,1.11,+10,6,9,40.0
1314,MIA,19,Chalmers-Cole-Battier-James-Bosh,45.6,1.15,1.01,+7,7,8,46.6
1314,MIA,20,Cole-Allen-Battier-James-Bosh,44.8,1.07,1.17,-6,7,10,41.1
