Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1112,MEM,Gasol,74%,19.1,14.7,+4.4,+5.6,-8.3,+13.8,+7.6
1112,MEM,Randolph,23%,18.4,12.1,+6.3,+7.3,+0.4,+6.9,+6.5
1112,MEM,Conley,68%,17.0,15.9,+1.1,+5.7,-5.9,+11.6,+4.6
1112,MEM,Allen,48%,16.1,12.4,+3.8,+5.2,-1.0,+6.2,+4.6
1112,MEM,Haddadi,6%,16.9,11.8,+5.1,+5.1,+1.8,+3.3,+4.5
1112,MEM,Gay,76%,17.9,13.5,+4.4,+1.9,+2.3,-0.4,+2.8
1112,MEM,Arenas,7%,9.8,11.8,-2.0,+6.4,+1.7,+4.7,+0.2
1112,MEM,Mayo,56%,14.5,14.2,+0.3,+0.8,+3.5,-2.6,-0.7
1112,MEM,Cunningham,35%,15.6,15.6,+0.0,-2.2,+4.3,-6.5,-2.1
1112,MEM,Pondexter,31%,9.5,14.7,-5.1,+1.9,+2.0,-0.1,-3.5
1112,MEM,Young,8%,10.5,14.6,-4.1,-4.0,+2.5,-6.5,-4.9
1112,MEM,Speights,42%,14.3,18.4,-4.1,-2.6,+5.4,-8.0,-5.4
1112,MEM,Selby,7%,2.4,15.1,-12.7,-7.9,+2.8,-10.7,-12.0
1112,MEM,Davis,4%,11.7,20.5,-8.8,-17.0,+2.8,-19.8,-12.5
1112,MEM,Pargo,13%,3.4,17.7,-14.3,-13.5,+4.4,-17.9,-15.5
1112,MEM,Hudson,1%,-2.0,20.5,-22.5,-14.8,+2.1,-16.9,-20.6
1112,MEM,Skinner,0%,-14.7,-4.0,-10.7,-73.0,+2.1,-75.2,-32.2
