Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1011,DAL,Nowitzki,64%,25.2,16.6,+8.6,+10.2,-6.1,+16.3,+11.2
1011,DAL,Terry,65%,16.6,12.7,+3.9,+6.2,+0.6,+5.6,+4.5
1011,DAL,Stojakovic,13%,15.0,11.8,+3.2,+10.1,+3.4,+6.7,+4.4
1011,DAL,Butler,22%,14.9,12.0,+2.9,+8.1,+3.1,+4.9,+3.6
1011,DAL,Chandler,52%,20.4,18.9,+1.5,+7.0,+1.2,+5.8,+2.9
1011,DAL,Barea,42%,15.6,12.6,+3.0,+4.5,+4.0,+0.5,+2.1
1011,DAL,Brewer,4%,18.8,18.4,+0.4,+5.2,+4.2,+1.0,+0.6
1011,DAL,Kidd,67%,15.6,15.1,+0.5,+3.1,+6.5,-3.4,-0.8
1011,DAL,Marion,57%,18.3,14.7,+3.6,+0.1,+9.8,-9.7,-0.8
1011,DAL,Jones,3%,11.1,7.6,+3.4,-7.5,+4.6,-12.1,-1.7
1011,DAL,Stevenson,29%,10.3,11.6,-1.3,+1.3,+5.4,-4.2,-2.3
1011,DAL,Mahinmi,12%,15.0,20.4,-5.4,+6.4,+3.9,+2.5,-2.8
1011,DAL,Pavlovic,4%,8.3,9.4,-1.1,-5.6,+4.7,-10.3,-4.2
1011,DAL,Beaubois,13%,11.7,16.6,-4.9,-1.8,+5.1,-6.9,-5.6
1011,DAL,Haywood,34%,12.9,19.3,-6.5,-0.4,+6.6,-7.0,-6.7
1011,DAL,Cardinal,16%,10.5,19.0,-8.5,-2.2,+5.4,-7.6,-8.2
1011,DAL,Ajinca,2%,13.4,24.7,-11.3,-4.5,+4.4,-8.9,-10.5
1011,DAL,Novak,0%,21.6,22.7,-1.1,-43.2,+4.4,-47.7,-16.6
