Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1920,UTA,Gobert,67%,26.6,19.2,+7.5,+6.1,-4.9,+11.0,+8.6
1920,UTA,Bogdanovic,60%,19.2,14.4,+4.8,+6.2,-3.0,+9.2,+6.3
1920,UTA,Ingles,62%,15.6,13.1,+2.5,+5.5,-2.3,+7.8,+4.2
1920,UTA,Mitchell,68%,22.9,17.6,+5.4,+2.3,+3.0,-0.7,+3.4
1920,UTA,Clarkson,30%,20.0,16.9,+3.0,+4.2,+1.8,+2.4,+2.8
1920,UTA,Morgan,4%,12.3,17.9,-5.6,+11.1,+2.2,+8.9,-0.8
1920,UTA,O'Neale,59%,11.9,16.7,-4.9,+5.2,-1.4,+6.6,-1.1
1920,UTA,Bradley,19%,26.1,28.0,-1.9,-0.8,+3.3,-4.1,-2.7
1920,UTA,Niang,27%,14.5,15.4,-0.9,-2.1,+4.2,-6.2,-2.7
1920,UTA,Mudiay,24%,16.1,17.8,-1.7,-2.5,+4.1,-6.7,-3.4
1920,UTA,Conley,39%,17.2,23.3,-6.0,+2.6,+2.4,+0.2,-4.0
1920,UTA,Williams-Goss,1%,10.2,20.9,-10.7,+3.1,+2.5,+0.6,-6.9
1920,UTA,Brantley,3%,10.2,10.0,+0.3,-19.1,+3.1,-22.2,-7.2
1920,UTA,Exum,2%,6.0,11.3,-5.4,-8.3,+2.8,-11.0,-7.3
1920,UTA,Green,16%,12.4,17.7,-5.4,-9.5,+4.8,-14.2,-8.3
1920,UTA,Oni,3%,11.9,25.5,-13.6,-7.3,+2.8,-10.1,-12.4
1920,UTA,Tucker,5%,12.1,27.1,-15.0,-7.0,+3.0,-10.0,-13.3
1920,UTA,Davis,9%,11.5,32.3,-20.9,-17.5,+4.4,-21.9,-21.2
1920,UTA,Kidd,0%,-16.6,12.7,-29.3,-3.4,+2.5,-5.9,-21.5
1920,UTA,Wright-Foreman,1%,11.1,29.8,-18.6,-32.9,+3.0,-35.9,-22.4
