Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1213,WAS,Nene,42%,17.9,13.5,+4.4,+2.7,-6.3,+8.9,+5.9
1213,WAS,Ariza,37%,14.8,10.2,+4.6,-1.6,-3.1,+1.5,+3.5
1213,WAS,Wall,40%,21.5,19.7,+1.8,+1.3,-5.1,+6.4,+3.3
1213,WAS,Webster,55%,14.5,12.3,+2.2,-0.6,-4.9,+4.2,+2.9
1213,WAS,Okafor,52%,16.8,16.0,+0.8,-1.1,-4.0,+2.9,+1.5
1213,WAS,Crawford,28%,14.8,10.2,+4.6,-7.4,-0.6,-6.8,+0.8
1213,WAS,Martin,18%,9.7,10.8,-1.1,-3.2,-2.4,-0.9,-1.0
1213,WAS,Beal,44%,13.9,15.4,-1.5,-2.6,-2.5,-0.1,-1.0
1213,WAS,Collins,1%,2.8,12.8,-9.9,+13.2,-2.7,+16.0,-1.3
1213,WAS,Price,32%,12.7,14.7,-2.0,-2.4,-2.5,+0.1,-1.3
1213,WAS,Temple,29%,9.1,13.7,-4.6,-0.8,-3.2,+2.4,-2.3
1213,WAS,Booker,22%,14.8,18.1,-3.3,-8.2,-0.9,-7.3,-4.6
1213,WAS,Singleton,23%,7.9,16.1,-8.1,-4.8,-1.8,-3.0,-6.4
1213,WAS,Seraphin,43%,10.3,17.5,-7.2,-6.1,+0.2,-6.2,-6.9
1213,WAS,Pargo,3%,-0.8,9.6,-10.5,-2.8,-2.5,-0.3,-7.1
1213,WAS,Vesely,15%,7.9,19.2,-11.3,-3.4,-2.4,-1.1,-7.9
1213,WAS,Livingston,8%,7.6,15.0,-7.4,-15.2,-1.4,-13.8,-9.5
1213,WAS,Barron,3%,6.9,18.6,-11.7,-7.9,-2.3,-5.6,-9.7
1213,WAS,Mack,4%,10.7,21.2,-10.5,-12.6,-2.1,-10.5,-10.5
