Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1314,PHO,Dragic,68%,23.1,13.3,+9.7,+5.4,-3.2,+8.6,+9.4
1314,PHO,Bledsoe,36%,21.1,15.8,+5.3,+4.6,+1.5,+3.1,+4.6
1314,PHO,Randolph,2%,8.6,13.8,-5.2,+21.2,+2.2,+19.1,+2.9
1314,PHO,Barbosa,9%,12.2,12.6,-0.4,+6.9,+2.2,+4.7,+1.3
1314,PHO,Markieff.Morris,55%,19.9,18.6,+1.3,+3.0,+2.2,+0.8,+1.2
1314,PHO,Green,59%,17.6,15.0,+2.5,+0.9,+5.1,-4.3,+0.3
1314,PHO,Marcus.Morris,46%,16.0,16.4,-0.4,+3.2,+2.1,+1.1,+0.1
1314,PHO,Frye,59%,14.2,19.4,-5.2,+6.1,-2.3,+8.3,-0.7
1314,PHO,Tucker,63%,14.5,15.5,-1.0,+2.4,+2.9,-0.5,-0.8
1314,PHO,Plumlee,50%,16.0,16.8,-0.8,+1.2,+4.1,-2.9,-1.5
1314,PHO,Smith,25%,12.6,16.9,-4.3,-0.4,+3.7,-4.0,-4.2
1314,PHO,Goodwin,13%,10.9,11.3,-0.4,-7.7,+4.2,-12.0,-4.3
1314,PHO,Christmas,5%,11.8,14.9,-3.1,-5.6,+3.1,-8.6,-4.9
1314,PHO,Len,9%,7.7,18.3,-10.5,-7.2,+3.6,-10.8,-10.6
1314,PHO,Kravtsov,2%,11.1,22.4,-11.3,-36.3,+3.2,-39.5,-17.6
