Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1718,NYK,Porzingis,39%,23.5,15.5,+8.0,+0.5,-6.2,+6.7,+7.6
1718,NYK,O'Quinn,35%,23.4,20.6,+2.8,-1.4,-4.8,+3.4,+3.0
1718,NYK,Burke,20%,24.6,19.9,+4.7,-5.1,-3.2,-1.8,+2.5
1718,NYK,Dotson,12%,14.0,10.6,+3.5,-3.9,-3.6,-0.3,+2.2
1718,NYK,Kanter,46%,28.1,24.2,+3.9,-4.9,-2.5,-2.5,+1.8
1718,NYK,HardawayJr.,48%,16.9,16.4,+0.6,-1.9,-5.1,+3.2,+1.4
1718,NYK,Noah,1%,17.8,3.1,+14.7,+0.0,-3.6,+3.6,+0.1
1718,NYK,Beasley,42%,20.9,20.5,+0.5,-4.1,-3.3,-0.8,+0.0
1718,NYK,Baker,10%,10.8,15.0,-4.2,+2.1,-4.2,+6.3,-0.7
1718,NYK,McDermott,30%,11.5,13.6,-2.0,-3.3,-3.7,+0.4,-1.2
1718,NYK,Hernangomez,6%,20.1,22.0,-1.9,-4.1,-3.6,-0.5,-1.4
1718,NYK,Jack,39%,13.5,19.3,-5.8,-0.6,-5.6,+5.0,-2.2
1718,NYK,Lee,58%,15.2,16.4,-1.2,-5.4,-1.1,-4.3,-2.2
1718,NYK,Williams,7%,18.6,23.2,-4.7,-1.7,-3.8,+2.1,-2.4
1718,NYK,Sessions,4%,7.4,11.8,-4.4,-7.4,-3.4,-3.9,-4.3
1718,NYK,Ntilikina,43%,8.3,15.8,-7.6,-2.8,-4.2,+1.3,-4.6
1718,NYK,Thomas,34%,7.4,14.9,-7.5,-6.4,-2.1,-4.3,-6.5
1718,NYK,Kornet,8%,15.9,23.9,-8.0,-10.7,-3.0,-7.7,-7.9
1718,NYK,Mudiay,12%,11.9,20.9,-9.0,-13.6,-2.2,-11.4,-9.8
1718,NYK,Hicks,6%,8.0,23.7,-15.7,-9.3,-3.2,-6.0,-12.5
1718,NYK,Kuzminskas,0%,-51.9,-26.0,-26.0,+0.0,-3.6,+3.6,-16.1
