Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1920,ORL,Isaac,28%,20.6,14.7,+5.9,+1.0,-1.8,+2.8,+4.9
1920,ORL,Vucevic,57%,26.7,23.1,+3.6,+1.3,-4.1,+5.5,+4.2
1920,ORL,Augustin,40%,16.9,15.9,+1.0,+2.6,-3.5,+6.1,+2.7
1920,ORL,Carter-Williams,24%,18.2,17.1,+1.1,+1.5,-1.8,+3.3,+1.8
1920,ORL,Fournier,59%,19.7,17.3,+2.4,-1.9,+0.3,-2.2,+0.9
1920,ORL,Ross,54%,17.0,15.4,+1.6,-1.9,+0.0,-2.0,+0.4
1920,ORL,Jefferson,2%,10.9,13.0,-2.1,+12.3,-1.3,+13.6,+0.3
1920,ORL,Gordon,57%,18.4,17.5,+1.0,-1.7,-0.2,-1.5,+0.2
1920,ORL,Magette,1%,7.3,3.7,+3.6,+1.4,-1.1,+2.4,+0.0
1920,ORL,Bamba,25%,20.6,22.4,-1.8,+1.0,-1.7,+2.7,-0.3
1920,ORL,Iwundu,27%,12.5,15.7,-3.2,+0.6,-1.6,+2.2,-1.4
1920,ORL,Fultz,57%,17.3,21.8,-4.5,-1.5,-0.4,-1.1,-3.3
1920,ORL,Aminu,11%,9.3,13.8,-4.5,-4.5,-0.6,-3.9,-4.3
1920,ORL,EnnisIII,14%,12.5,19.1,-6.6,-1.9,-0.9,-1.0,-4.7
1920,ORL,Clark,10%,11.9,14.4,-2.5,-9.3,-0.1,-9.3,-4.7
1920,ORL,Birch,26%,14.0,18.8,-4.8,-6.9,+1.0,-7.9,-5.8
1920,ORL,Johnson,2%,7.1,17.1,-10.0,-5.5,-0.9,-4.5,-8.2
1920,ORL,Law,2%,5.0,16.4,-11.5,-5.7,-0.9,-4.7,-9.2
1920,ORL,FrazierJr.,4%,11.9,30.4,-18.5,-15.5,-0.5,-15.0,-17.3
