Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1415,HOU,Harden,75%,28.4,13.1,+15.3,+5.4,-2.6,+8.0,+12.8
1415,HOU,Howard,31%,21.0,16.4,+4.6,+8.5,+1.2,+7.3,+5.5
1415,HOU,Jones,22%,19.7,16.6,+3.1,+4.3,+3.2,+1.1,+2.4
1415,HOU,Smith,35%,16.0,16.7,-0.7,+7.1,+1.4,+5.7,+1.4
1415,HOU,Ariza,74%,13.6,12.5,+1.1,+3.8,+2.5,+1.3,+1.2
1415,HOU,Brewer,36%,14.7,14.2,+0.5,+5.0,+2.6,+2.4,+1.1
1415,HOU,Terry,41%,12.1,14.1,-2.0,+4.1,+3.0,+1.1,-1.0
1415,HOU,Prigioni,10%,12.2,14.9,-2.6,+3.2,+3.4,-0.2,-1.8
1415,HOU,Beverley,44%,11.9,14.7,-2.8,+2.0,+4.5,-2.6,-2.7
1415,HOU,Motiejunas,51%,15.4,19.0,-3.6,+2.4,+4.5,-2.1,-3.1
1415,HOU,Canaan,9%,12.2,16.1,-3.9,+1.6,+3.6,-2.0,-3.3
1415,HOU,Black,10%,12.5,17.4,-4.9,-3.1,+4.1,-7.2,-5.7
1415,HOU,Capela,2%,13.1,23.1,-9.9,+4.3,+3.4,+0.9,-6.3
1415,HOU,Garcia,5%,3.2,10.3,-7.1,-2.4,+3.7,-6.1,-6.8
1415,HOU,Papanikolaou,20%,8.0,17.2,-9.2,-2.3,+4.9,-7.1,-8.5
1415,HOU,Dorsey,22%,12.2,25.1,-12.9,+0.8,+4.1,-3.4,-9.7
1415,HOU,Johnson,7%,4.6,13.7,-9.1,-8.6,+4.3,-12.9,-10.4
1415,HOU,Shved,1%,9.2,26.4,-17.3,-0.8,+3.5,-4.3,-12.9
1415,HOU,McDaniels,1%,4.1,14.8,-10.7,-25.1,+3.7,-28.7,-16.7
1415,HOU,Daniels,3%,3.8,21.9,-18.1,-16.4,+4.0,-20.4,-18.8
