Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0708,LAL,Bryant,81%,27.4,13.4,+14.0,+8.9,+0.0,+8.9,+12.0
0708,LAL,Gasol,23%,26.6,17.3,+9.3,+13.7,+5.3,+8.4,+8.9
0708,LAL,Bynum,25%,25.2,14.9,+10.3,+11.3,+5.8,+5.5,+8.4
0708,LAL,Karl,2%,18.2,10.3,+7.8,+5.4,+7.3,-1.8,+4.0
0708,LAL,Evans,2%,15.1,15.7,-0.6,+15.5,+7.0,+8.5,+3.1
0708,LAL,Odom,74%,19.1,16.9,+2.2,+7.9,+5.2,+2.7,+2.4
0708,LAL,Farmar,43%,17.5,16.9,+0.6,+7.9,+6.7,+1.2,+0.8
0708,LAL,Vujacic,32%,17.1,14.3,+2.8,+5.4,+8.1,-2.7,+0.6
0708,LAL,Radmanovic,37%,14.3,19.0,-4.7,+11.5,+4.6,+6.9,-0.1
0708,LAL,Turiaf,37%,16.8,16.1,+0.7,+4.4,+8.9,-4.5,-1.4
0708,LAL,Walton,44%,14.0,15.8,-1.8,+6.1,+8.1,-2.0,-1.9
0708,LAL,Fisher,57%,15.6,18.4,-2.8,+6.9,+7.7,-0.9,-2.0
0708,LAL,Mbenga,5%,12.6,19.3,-6.7,+5.6,+7.3,-1.7,-4.7
0708,LAL,Ariza,11%,19.1,23.0,-3.9,+0.6,+8.0,-7.5,-5.3
0708,LAL,Crittenton,4%,12.6,12.7,-0.1,-11.2,+8.1,-19.3,-7.8
0708,LAL,Brown,13%,11.2,16.5,-5.3,-4.4,+8.9,-13.4,-8.5
0708,LAL,Newble,1%,11.4,15.5,-4.1,-7.9,+7.3,-15.2,-8.5
0708,LAL,Mihm,7%,8.9,20.0,-11.1,-3.6,+8.0,-11.7,-11.3
0708,LAL,Cook,2%,1.8,21.8,-20.0,-6.2,+7.5,-13.6,-17.4
