Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
2021,DET,SmithJr.,11%,17.7,12.7,+5.0,-1.6,-4.9,+3.3,+4.4
2021,DET,Grant,53%,21.6,16.6,+5.0,-3.1,-6.1,+2.9,+4.3
2021,DET,Joseph,14%,22.0,19.1,+3.0,+0.4,-5.4,+5.7,+3.9
2021,DET,Wright,30%,20.8,17.4,+3.3,-2.7,-5.3,+2.5,+3.1
2021,DET,F.Jackson,21%,15.7,18.4,-2.7,-0.7,-5.6,+4.9,-0.2
2021,DET,Stewart,42%,20.3,23.1,-2.8,-2.0,-6.3,+4.3,-0.4
2021,DET,J.Jackson,45%,13.4,15.1,-1.8,-3.8,-5.1,+1.4,-0.7
2021,DET,Mykhailiuk,18%,13.2,16.2,-3.0,-2.2,-5.0,+2.8,-1.1
2021,DET,Cook,12%,16.9,18.8,-1.9,-5.0,-4.5,-0.6,-1.4
2021,DET,Diallo,13%,16.9,15.2,+1.6,-11.5,-3.5,-8.0,-1.6
2021,DET,Plumlee,43%,23.6,25.7,-2.1,-4.9,-4.2,-0.6,-1.6
2021,DET,Ellington,29%,15.5,19.1,-3.6,-3.4,-5.0,+1.6,-1.8
2021,DET,Bey,55%,16.3,18.6,-2.3,-5.5,-3.4,-2.1,-2.2
2021,DET,Rose,10%,21.9,22.2,-0.3,-10.2,-3.9,-6.3,-2.3
2021,DET,McGruder,5%,20.5,25.0,-4.5,-4.3,-4.5,+0.2,-2.9
2021,DET,Sirvydis,4%,8.3,11.5,-3.2,-8.6,-4.4,-4.2,-3.5
2021,DET,Lee,22%,17.6,23.6,-6.1,-5.6,-4.2,-1.4,-4.5
2021,DET,Griffin,18%,13.1,19.6,-6.5,-5.7,-4.3,-1.5,-4.8
2021,DET,Doumbouya,25%,8.9,19.3,-10.4,-7.6,-3.5,-4.2,-8.3
2021,DET,Hayes,19%,7.2,18.5,-11.3,-9.5,-3.3,-6.2,-9.6
2021,DET,Okafor,10%,16.6,33.3,-16.7,-11.7,-3.7,-8.0,-13.8
