Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1112,NJN,Green,25%,15.8,13.3,+2.6,+0.0,-7.9,+7.9,+4.3
1112,NJN,Humphries,68%,18.7,16.6,+2.1,-3.9,-10.3,+6.4,+3.5
1112,NJN,D.Williams,63%,20.1,17.9,+2.2,-4.3,-8.7,+4.4,+2.9
1112,NJN,Morrow,51%,12.8,13.0,-0.2,-2.7,-9.4,+6.7,+2.1
1112,NJN,Wallace,18%,17.6,17.3,+0.3,-4.0,-6.4,+2.4,+1.0
1112,NJN,Gaines,25%,15.2,13.6,+1.5,-7.4,-5.5,-1.9,+0.4
1112,NJN,Emmett,1%,14.0,14.3,-0.3,-7.5,-5.9,-1.5,-0.7
1112,NJN,Farmar,26%,17.5,18.5,-1.0,-7.3,-5.5,-1.9,-1.3
1112,NJN,J.Williams,20%,15.2,22.7,-7.4,+1.4,-7.8,+9.2,-1.9
1112,NJN,A.Johnson,4%,12.5,15.8,-3.3,-6.0,-6.0,-0.1,-2.2
1112,NJN,Lopez,4%,21.9,25.0,-3.2,-9.5,-5.8,-3.7,-3.4
1112,NJN,Brooks,52%,12.7,15.6,-2.9,-9.1,-2.6,-6.6,-4.1
1112,NJN,She.Williams,40%,12.7,19.2,-6.5,-8.9,-4.0,-4.9,-6.0
1112,NJN,James,5%,6.1,14.8,-8.7,-7.9,-5.9,-2.0,-6.5
1112,NJN,Stevenson,30%,4.1,13.4,-9.2,-8.1,-5.0,-3.1,-7.2
1112,NJN,Sha.Williams,16%,4.4,15.9,-11.5,-6.4,-5.9,-0.6,-7.8
1112,NJN,Petro,29%,10.5,21.6,-11.1,-7.7,-5.3,-2.5,-8.2
1112,NJN,Okur,14%,8.2,19.4,-11.2,-13.4,-4.7,-8.7,-10.4
1112,NJN,Owens,2%,6.0,14.3,-8.3,-23.5,-5.5,-18.0,-11.5
1112,NJN,Smith,1%,7.7,26.9,-19.3,-12.5,-5.9,-6.6,-15.1
1112,NJN,Bogans,3%,4.5,20.3,-15.7,-24.7,-5.4,-19.3,-16.9
1112,NJN,Horner,1%,6.5,22.2,-15.7,-34.6,-5.8,-28.8,-20.1
