Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0708,PHO,Nash,70%,24.0,17.5,+6.5,+9.5,-5.2,+14.8,+9.8
0708,PHO,Stoudemire,68%,31.1,21.8,+9.3,+7.6,-0.0,+7.6,+8.7
0708,PHO,Marion,43%,23.1,16.4,+6.7,+9.1,+2.1,+7.0,+6.8
0708,PHO,Hill,56%,18.0,16.2,+1.8,+6.9,+2.9,+4.0,+2.7
0708,PHO,O'Neal,20%,18.9,17.2,+1.7,+5.4,+5.0,+0.4,+1.2
0708,PHO,Bell,67%,12.1,16.0,-3.9,+6.7,+1.9,+4.8,-0.4
0708,PHO,Barbosa,61%,18.3,15.3,+3.0,+2.6,+9.1,-6.4,-0.8
0708,PHO,Diaw,58%,13.8,14.4,-0.6,+3.4,+7.5,-4.0,-1.9
0708,PHO,Giricek,11%,14.1,17.4,-3.2,+2.5,+5.5,-3.0,-3.1
0708,PHO,Skinner,21%,13.2,18.8,-5.5,-3.7,+7.5,-11.2,-7.8
0708,PHO,Banks,8%,11.7,19.8,-8.1,-9.5,+6.4,-15.8,-11.2
0708,PHO,Strawberry,7%,7.4,18.2,-10.9,-6.8,+6.0,-12.8,-11.6
0708,PHO,Tucker,1%,13.7,28.3,-14.6,-6.0,+5.3,-11.3,-13.3
0708,PHO,Piatkowski,3%,9.2,18.1,-8.9,-14.8,+5.7,-20.5,-13.5
0708,PHO,Johnson,1%,10.9,21.6,-10.8,-17.1,+5.4,-22.6,-15.5
0708,PHO,Marks,3%,18.4,25.7,-7.4,-24.0,+6.1,-30.2,-16.5
