Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
2122,PHI,Embiid,58%,39.2,20.4,+18.9,+7.8,-4.5,+12.3,+16.7
2122,PHI,Harden,20%,27.6,20.5,+7.1,+9.2,+1.0,+8.3,+7.5
2122,PHI,Maxey,67%,20.4,18.4,+2.0,+3.6,+0.8,+2.8,+2.2
2122,PHI,Harris,64%,20.2,18.1,+2.1,+3.2,+1.6,+1.6,+1.9
2122,PHI,Curry,40%,16.8,17.0,-0.2,+3.6,+2.0,+1.5,+0.4
2122,PHI,Bassey,4%,26.7,19.5,+7.2,-10.1,+3.2,-13.3,+0.0
2122,PHI,T.Johnson,1%,10.2,13.9,-3.8,+11.6,+2.6,+9.1,+0.0
2122,PHI,Thybulle,43%,13.7,15.4,-1.7,+2.7,+2.6,+0.1,-1.1
2122,PHI,Drummond,23%,24.2,25.2,-1.0,-0.8,+3.7,-4.5,-2.2
2122,PHI,Korkmaz,36%,13.0,15.7,-2.7,+1.0,+3.5,-2.5,-2.6
2122,PHI,Milton,30%,15.0,17.9,-2.9,-1.2,+4.3,-5.5,-3.8
2122,PHI,BrownJr.,4%,8.0,14.1,-6.1,+2.7,+2.6,+0.1,-4.0
2122,PHI,Reed,8%,26.3,27.6,-1.3,-6.2,+3.4,-9.6,-4.1
2122,PHI,Green,34%,11.8,18.3,-6.5,+2.9,+2.5,+0.4,-4.2
2122,PHI,Joe,15%,9.8,15.8,-6.0,+1.9,+2.8,-0.9,-4.3
2122,PHI,Niang,44%,13.5,19.7,-6.3,+1.9,+3.2,-1.3,-4.6
2122,PHI,Springer,0%,37.1,31.7,+5.4,-77.6,+2.7,-80.3,-6.4
2122,PHI,Jordan,5%,20.6,31.2,-10.6,-8.9,+3.3,-12.2,-11.1
2122,PHI,Henry,0%,-10.0,-2.5,-7.5,-60.8,+2.9,-63.7,-15.0
2122,PHI,Millsap,3%,11.7,28.7,-16.9,-12.5,+3.1,-15.5,-16.5
2122,PHI,Cauley-Stein,0%,-2.5,40.0,-42.5,+25.6,+2.6,+23.0,-20.7
2122,PHI,Powell,1%,0.4,26.7,-26.3,-17.5,+2.9,-20.4,-24.3
2122,PHI,Key,0%,10.5,51.5,-41.0,-38.6,+2.7,-41.3,-37.3
