Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1011,NJN,Greene,0%,33.3,33.8,-0.5,+45.3,-6.2,+51.5,+16.8
1011,NJN,Gaines,4%,16.0,14.0,+2.0,+5.9,-6.6,+12.5,+5.5
1011,NJN,Humphries,52%,19.3,14.6,+4.7,-5.7,-6.7,+1.0,+3.5
1011,NJN,Lopez,72%,20.2,16.5,+3.6,-5.3,-8.3,+3.0,+3.4
1011,NJN,Harris,43%,18.5,16.7,+1.8,-5.3,-6.7,+1.4,+1.7
1011,NJN,James,10%,10.6,10.6,+0.0,-3.6,-6.4,+2.8,+1.0
1011,NJN,D.Williams,10%,17.7,14.8,+2.9,-9.9,-5.7,-4.2,+0.6
1011,NJN,Uzoh,11%,15.4,13.3,+2.0,-9.1,-5.8,-3.3,+0.2
1011,NJN,Morrow,46%,12.5,15.4,-2.9,-3.1,-8.8,+5.7,-0.0
1011,NJN,Farmar,45%,14.6,17.2,-2.7,-4.7,-7.3,+2.6,-0.9
1011,NJN,B.Wright,5%,16.5,19.6,-3.1,-7.3,-6.1,-1.2,-2.5
1011,NJN,Favors,27%,13.4,17.6,-4.2,-6.6,-6.0,-0.7,-3.0
1011,NJN,Vujacic,40%,13.1,16.8,-3.8,-7.6,-5.2,-2.4,-3.3
1011,NJN,Ross,9%,3.8,15.1,-11.3,+2.2,-6.9,+9.1,-4.5
1011,NJN,Outlaw,59%,9.0,16.0,-7.0,-7.1,-4.8,-2.3,-5.4
1011,NJN,Williams,7%,9.2,18.1,-8.9,-8.6,-6.0,-2.6,-6.8
1011,NJN,West,3%,9.7,21.7,-11.9,-2.9,-6.2,+3.3,-6.8
1011,NJN,Petro,22%,10.4,20.5,-10.2,-8.2,-5.5,-2.7,-7.7
1011,NJN,Gadzuric,4%,9.7,24.0,-14.3,-5.2,-6.2,+1.0,-9.2
1011,NJN,Murphy,7%,7.0,20.5,-13.5,-7.5,-6.0,-1.5,-9.5
1011,NJN,Graham,24%,4.5,15.9,-11.4,-15.0,-3.4,-11.6,-11.5
1011,NJN,Smith,1%,-4.6,12.7,-17.4,-13.5,-6.1,-7.5,-14.1
